0,1,2,3
7120,10786105,14,"7,542 sqft"
7121,10786105,12,"7,542 sqft"
7122,10786105,7,Commercial (1)
7853,10793241,3,Offices only
7854,10793241,14,"2,200 sqft"
7855,10793241,12,"2,200 sqft"
7856,10793241,1,"5,821 sqft"
7857,10793241,7,Office (1)
4862,10799441,3,Commercial and office space
4863,10799441,14,"5,192 sqft"
4864,10799441,7,Commercial (1)
9467,10801010,3,Commercial and office space
9468,10801010,5,1965
9469,10801010,14,"2,654 sqft"
9470,10801010,7,Office (1)
9186,10821139,3,Commercial and office space
9187,10821139,12,469 sqft
3133,10821816,3,Offices only
3134,10821816,14,"1,250 sqft"
3135,10821816,7,Office (1)
8634,10824804,3,Commercial and industrial
8635,10824804,5,2006
8636,10824804,14,"9,000 sqft"
8637,10824804,12,"9,000 sqft"
8638,10824804,7,Commercial (1)
6193,10831150,3,Commercial and office space
6194,10831150,14,"From 650 sqft to 1,750 sqft"
6195,10831150,7,Commercial (2)
6196,10831150,15,Shopping centre
6673,10851212,3,Commercial only
6674,10851212,14,"3,031 sqft"
6675,10851212,7,Commercial (1)
1689,10852609,3,Commercial only
1690,10852609,14,472 sqft
1691,10852609,7,Commercial (1)
6663,10861135,3,Commercial and office space
6664,10861135,14,280 sqft
6665,10861135,7,Office (1)
6308,10865110,3,Commercial only
6309,10865110,14,"1,400 sqft"
6310,10865110,7,Commercial (1)
2511,10886862,3,Commercial and office space
2512,10886862,14,"1,000 sqft"
2513,10886862,7,Office (1)
9410,10889558,3,Offices only
9411,10889558,14,108 sqft
9412,10889558,7,Office (1)
9413,10889558,15,Other
5336,10896278,3,Commercial and office space
5337,10896278,14,"5,084 sqft"
5338,10896278,7,Commercial (1)
63,10910992,3,Offices only
64,10910992,5,2015
65,10910992,14,780 sqft
66,10910992,7,Office (1)
9483,10922546,3,Commercial and office space
9484,10922546,5,2012
9485,10922546,14,"1,000 sqft"
9486,10922546,12,"1,000 sqft"
9487,10922546,7,Commercial (1)
6065,10926170,3,Industrial and offices
6066,10926170,5,1971
6067,10926170,14,"1,200 sqft"
6068,10926170,12,"1,200 sqft"
6069,10926170,1,"90,218 sqft"
6070,10926170,7,Industrial (1)
2143,10941447,3,Offices only
2144,10941447,5,2008
2145,10941447,14,"1,607 sqft"
2146,10941447,7,Office (1)
3368,10944365,3,Offices only
3369,10944365,5,"Under construction, New"
3370,10944365,14,"From 6,000 sqft to 12,000 sqft"
3371,10944365,12,"12,000 sqft"
3372,10944365,7,Office (2)
3788,10947599,3,Commercial and office space
3789,10947599,14,"5,200 sqft"
3790,10947599,7,Commercial (1)
1057,10949359,3,Commercial and office space
1058,10949359,5,1991
1059,10949359,14,"2,433 sqft"
1060,10949359,1,"15,382 sqft"
1061,10949359,7,Office (1)
9381,10949838,3,Commercial and office space
9382,10949838,5,1982
9383,10949838,12,"1,140 sqft"
8755,10965982,3,Commercial only
8756,10965982,14,692 sqft
8757,10965982,7,Commercial (1)
9406,10974322,3,Commercial and office space
9407,10974322,5,1987
9408,10974322,14,"2,200 sqft"
9409,10974322,7,Office (1)
3725,10986284,3,Offices only
3726,10986284,5,2017
3727,10986284,14,158 sqft
3728,10986284,7,Office (1)
7663,10996553,3,Commercial and office space
7664,10996553,14,860 sqft
7665,10996553,7,Commercial (1)
6210,11001814,3,Commercial only
6211,11001814,5,1965
6212,11001814,14,"3,000 sqft"
6213,11001814,12,"3,000 sqft"
6214,11001814,7,Commercial (1)
6215,11001814,15,Boutique
8048,11019953,3,Commercial only
8049,11019953,14,167 sqft
8050,11019953,7,Commercial (1)
8051,11019953,15,Massotherapy
9944,11032150,3,Offices only
9945,11032150,5,2000
9946,11032150,14,"9,710 sqft"
9947,11032150,7,Office (1)
3902,11033116,3,Commercial and office space
3903,11033116,5,"To be built, New"
3904,11033116,14,"17,000 sqft"
3905,11033116,12,"17,000 sqft"
3906,11033116,7,Commercial (1)
7307,11036225,3,Commercial only
7308,11036225,5,2012
7309,11036225,14,"1,466 sqft"
7310,11036225,12,"6,271 sqft"
7311,11036225,1,"8,106 sqft"
7312,11036225,7,Commercial (1)
8598,11041365,3,Commercial and office space
8599,11041365,14,400 sqft
8600,11041365,7,Commercial (1)
561,11041941,3,Commercial and office space
562,11041941,5,"To be built, New"
563,11041941,14,"1,000 sqft"
564,11041941,7,Commercial (1)
9918,11061819,3,Commercial and office space
9919,11061819,14,632 sqft
9920,11061819,12,632 sqft
9921,11061819,7,Commercial (1)
1436,11063705,3,Offices only
1437,11063705,14,114 sqft
1438,11063705,7,Commercial (1)
44,11065252,3,Offices only
45,11065252,5,Unknown age
46,11065252,14,"1,898 sqft"
47,11065252,7,Office (1)
7676,11068294,3,Commercial only
7677,11068294,5,1980
7678,11068294,14,"1,500 sqft"
7679,11068294,12,"1,500 sqft"
7680,11068294,1,"15,808 sqft"
7681,11068294,7,Commercial (1)
7682,11068294,15,Garage
6090,11073320,3,Commercial and office space
6091,11073320,14,810 sqft
6092,11073320,7,Office (1)
6105,11081814,3,Commercial only
6106,11081814,5,Unknown age
6107,11081814,14,546 sqft
6108,11081814,7,Commercial (1)
6109,11081814,15,Other
2706,11089805,3,Commercial only
2707,11089805,5,"1950, Being converted"
2708,11089805,14,"3,000 sqft"
2709,11089805,7,Commercial (1)
2710,11089805,15,Restaurant
2629,11107389,3,Commercial only
2630,11107389,5,2011
2631,11107389,14,"1,200 sqft"
2632,11107389,7,Commercial (1)
2633,11107389,15,Boutique
175,11109808,3,Commercial and office space
176,11109808,5,1988
177,11109808,14,405 sqft
178,11109808,7,Commercial (1)
1181,11119519,3,Offices only
1182,11119519,14,"7,000 sqft"
1183,11119519,7,Office (1)
10164,11122402,3,Offices only
10165,11122402,5,1977
10166,11122402,14,"1,694 sqft"
10167,11122402,7,Commercial (1)
10007,11127701,3,Commercial and office space
10008,11127701,5,2013
10009,11127701,14,262 sqft
10010,11127701,12,"3,000 sqft"
10011,11127701,1,"6,275 sqft"
10012,11127701,7,Commercial (1)
3907,11134491,3,Commercial and office space
3908,11134491,14,"2,262 sqft"
3909,11134491,7,Commercial (1)
7612,11139894,3,Offices only
7613,11139894,5,2017
7614,11139894,14,113 sqft
7615,11139894,7,Commercial (1)
2494,11141655,3,Commercial only
2495,11141655,5,1985
2496,11141655,14,"1,280 sqft"
2497,11141655,12,"1,280 sqft"
2498,11141655,7,Commercial (1)
2499,11141655,15,"Dating agency, Travel agency, Furniture store, Pet shop, Electronics, Sporting goods, Arts and Crafts, Jewellery store, Boutique, Bakery, Snack bar, Coffee/Donuts, Health centre, Deli/Cheese shop, Accounting, Candy/Chocolate shop, Shoe repair shop, Ice cream shop, Decoration, Driving school, Florist, Computing equipment, Newsstand, Bookstore, Lingerie, Massotherapy, Stationery store, Restaurant, Fast food, Beauty salon, Hairdresser, Tanning salon, Pet grooming, Caterer"
4622,11145980,3,Commercial and residential
4623,11145980,5,1901
4624,11145980,14,"2,700 sqft"
4625,11145980,7,Commercial (1)
4626,11145980,15,Boutique
1439,11149188,3,Commercial only
1440,11149188,5,1970
1441,11149188,14,"1,200 sqft"
1442,11149188,12,"1,200 sqft"
1443,11149188,7,Commercial (1)
1444,11149188,15,Detail+service+restaurant
2351,11160700,3,Commercial only
2352,11160700,14,110 sqft
2353,11160700,7,Commercial (1)
5791,11189254,3,Commercial only
5792,11189254,5,"1944, Historic"
5793,11189254,14,"3,256 sqft"
5794,11189254,12,"3,256 sqft"
5795,11189254,7,Commercial (1)
7291,11198290,3,Commercial and industrial
7292,11198290,14,"30,000 sqft"
7293,11198290,7,Commercial (1)
6114,11199946,3,Commercial and office space
6115,11199946,5,"To be built, New"
6116,11199946,14,"10,000 sqft"
6117,11199946,7,Commercial (1)
5623,11201402,3,Offices only
5624,11201402,5,1930
5625,11201402,14,"1,780 sqft"
5626,11201402,1,"3,000 sqft"
5627,11201402,7,Office (1)
5628,11201402,15,"Dating agency, Travel agency, Apiculture, Health centre, Massotherapy, Professional offices"
4547,11202308,3,Commercial and office space
4548,11202308,5,1987
4549,11202308,14,"1,000 sqft"
4550,11202308,12,"1,102 sqft"
4551,11202308,1,"4,371 sqft"
4552,11202308,7,Commercial (1)
2923,11213568,3,Commercial and industrial
2924,11213568,5,"To be built, New"
2925,11213568,14,"3,265 sqft"
2926,11213568,12,"8,260 sqft"
2927,11213568,1,"43,067 sqft"
2928,11213568,7,Commercial (1)
3800,11214972,3,Commercial and office space
3801,11214972,5,"2013, New"
3802,11214972,14,"2,400 sqft"
3803,11214972,7,Commercial (1)
4579,11226152,3,Commercial only
4580,11226152,14,"6,000 sqft"
4581,11226152,7,Commercial (1)
9612,11242724,3,Commercial and office space
9613,11242724,5,Unknown age
9614,11242724,14,950 sqft
9615,11242724,7,Office (1)
923,11260018,3,Commercial only
924,11260018,5,1963
925,11260018,14,"1,200 sqft"
926,11260018,7,Commercial (1)
8703,11262002,3,Offices only
8704,11262002,14,From 100 sqft to 500 sqft
8705,11262002,7,Office (4)
7027,11262827,3,Commercial and office space
7028,11262827,5,1987
7029,11262827,14,"4,010 sqft"
7030,11262827,12,"4,215 sqft"
7031,11262827,1,"28,435 sqft"
7032,11262827,7,Commercial (1)
3024,11275162,3,Commercial only
3025,11275162,14,250 sqft
3026,11275162,7,Commercial (1)
3027,11275162,15,Hairdresser
2217,11279475,3,Offices only
2218,11279475,5,1928
2219,11279475,14,"20,000 sqft"
2220,11279475,7,Office (1)
4744,11279760,3,Commercial only
4745,11279760,5,1964
4746,11279760,14,"8,272 sqft"
4747,11279760,1,"16,000 sqft"
4748,11279760,7,Commercial (1)
4749,11279760,15,Other
5638,11280230,3,Commercial and office space
5639,11280230,14,"From 800 sqft to 2,400 sqft"
5640,11280230,7,Office (2)
10109,11286991,3,Commercial only
10110,11286991,14,"3,500 sqft"
10111,11286991,7,Commercial (1)
8905,11306106,3,Commercial only
8906,11306106,14,"1,975 sqft"
8907,11306106,12,"1,975 sqft"
8908,11306106,7,Commercial (1)
2914,11308169,3,Commercial only
2915,11308169,5,Unknown age
2916,11308169,14,"From 332 sqft to 1,508 sqft"
2917,11308169,7,Commercial (4)
7238,11314316,3,Offices only
7239,11314316,14,"1,928 sqft"
7240,11314316,7,Office (1)
8450,11337092,3,Industrial and offices
8451,11337092,14,"7,094 sqft"
8452,11337092,12,"7,094 sqft"
8453,11337092,7,Industrial (1)
8409,11354415,3,Commercial and office space
8410,11354415,14,"5,000 sqft"
8411,11354415,7,Commercial (1)
1698,11374357,3,Commercial and office space
1699,11374357,14,"1,036 sqft"
1700,11374357,7,Commercial (1)
2721,11391233,3,Commercial and office space
2722,11391233,14,"From 2,000 sqft to 9,500 sqft"
2723,11391233,1,"155,777 sqft"
2724,11391233,7,"Office (1), Warehouse (1)"
2725,11391233,15,Other
9052,11391451,3,Commercial and office space
9053,11391451,14,"2,400 sqft"
9054,11391451,7,Commercial (1)
4201,11398660,3,Commercial and office space
4202,11398660,5,Unknown age
4203,11398660,14,"From 6,000 sqft to 16,500 sqft"
4204,11398660,12,"24,315 sqft"
4205,11398660,1,"44,000 sqft"
4206,11398660,7,"Commercial (1), Office (1)"
1646,11413123,3,Commercial and office space
1647,11413123,5,1969
1648,11413123,14,900 sqft
1649,11413123,7,Office (1)
6512,11414165,3,Offices only
6513,11414165,5,Unknown age
6514,11414165,14,"1,030 sqft"
6515,11414165,12,"1,030 sqft"
6516,11414165,7,Warehouse (1)
9975,11415538,3,Commercial and office space
9976,11415538,5,1930
9977,11415538,14,"1,617 sqft"
9978,11415538,12,"1,617 sqft"
9979,11415538,1,"8,040 sqft"
9980,11415538,7,Commercial (1)
1500,11421599,3,Commercial only
1501,11421599,14,"10,000 sqft"
1502,11421599,7,Commercial (1)
216,11426021,3,Commercial only
217,11426021,5,1985
218,11426021,14,"1,428 sqft"
219,11426021,12,"1,428 sqft"
220,11426021,1,"7,700 sqft"
221,11426021,7,Commercial (1)
6041,11437479,3,Commercial and office space
6042,11437479,5,1970
6043,11437479,14,"6,050 sqft"
6044,11437479,12,"6,050 sqft"
6045,11437479,1,"19,525 sqft"
6046,11437479,7,Commercial (1)
3717,11437767,3,Commercial and office space
3718,11437767,5,1968
3719,11437767,14,"1,270 sqft"
3720,11437767,7,Commercial (1)
7910,11439325,3,Commercial and industrial
7911,11439325,14,580 sqft
7912,11439325,12,580 sqft
7913,11439325,7,Commercial (1)
8284,11447500,3,Commercial and residential
8285,11447500,14,"3,405 sqft"
8286,11447500,12,"4,058 sqft"
8287,11447500,1,"4,058 sqft"
8288,11447500,7,Office (1)
7421,11449481,3,Commercial only
7422,11449481,5,1974
7423,11449481,14,"9,339 sqft"
7424,11449481,12,"9,339 sqft"
7425,11449481,1,"8,658 sqft"
7426,11449481,7,Commercial (1)
7427,11449481,15,Hardware store
9753,11450498,3,Commercial and office space
9754,11450498,5,"To be built, New"
9755,11450498,14,"5,086 sqft"
9756,11450498,7,Commercial (1)
9757,11450498,15,Dealer
3140,11455518,3,Commercial and office space
3141,11455518,5,Unknown age
3142,11455518,14,850 sqft
3143,11455518,7,Commercial (1)
3144,11455518,15,Other
280,11458119,3,Commercial and office space
281,11458119,14,"5,450 sqft"
282,11458119,7,Office (1)
283,11458119,15,Professional Offices
8767,11460211,3,Offices only
8768,11460211,5,1984
8769,11460211,14,825 sqft
8770,11460211,7,Office (1)
9444,11481000,3,Commercial and office space
9445,11481000,14,"1,423 sqft"
9446,11481000,7,Commercial (1)
2691,11495879,3,Commercial only
2692,11495879,14,650 sqft
2693,11495879,7,Commercial (1)
3046,11499806,3,Commercial and office space
3047,11499806,5,1961
3048,11499806,14,"2,308 sqft"
3049,11499806,7,Commercial (1)
3517,11511021,3,Commercial and office space
3518,11511021,14,855 sqft
3519,11511021,7,Commercial (1)
9237,11512352,3,Commercial and office space
9238,11512352,5,1947
9239,11512352,14,"2,666 sqft"
9240,11512352,12,"16,716 sqft"
9241,11512352,1,"9,637 sqft"
9242,11512352,7,Commercial (1)
3935,11516077,3,Commercial only
3936,11516077,5,1885
3937,11516077,14,960 sqft
3938,11516077,7,Commercial (1)
3939,11516077,15,Health centre
8363,11553985,3,Offices only
8364,11553985,5,2002
8365,11553985,14,"2,400 sqft"
8366,11553985,7,Office (1)
7388,11555808,3,Offices only
7389,11555808,14,135 sqft
7390,11555808,7,Office (1)
3360,11568132,3,Offices only
3361,11568132,14,"From 800 sqft to 1,600 sqft"
3362,11568132,12,800 sqft
3363,11568132,7,Commercial (2)
3364,11568132,15,Other
3106,11568860,3,Commercial only
3107,11568860,5,"To be built, New"
3108,11568860,14,"7,000 sqft"
3109,11568860,7,Commercial (1)
3110,11568860,15,voir grille d'usage ci-joint joint
5909,11572984,3,Commercial and industrial
5910,11572984,14,"1,300 sqft"
5911,11572984,7,Commercial (1)
6959,11579490,3,Commercial and office space
6960,11579490,14,"2,000 sqft"
6961,11579490,7,Office (1)
9796,11595081,3,Offices only
9797,11595081,14,180 sqft
9798,11595081,7,Office (1)
7877,11601880,3,Commercial only
7878,11601880,5,1970
7879,11601880,14,"1,200 sqft"
7880,11601880,12,"1,100 sqft"
7881,11601880,7,Commercial (1)
7882,11601880,15,Detail+service+restaurant
8272,11605079,3,Commercial and office space
8273,11605079,14,803 sqft
8274,11605079,7,Commercial (1)
291,11632701,3,Offices only
292,11632701,14,118 sqft
293,11632701,7,Office (1)
2098,11638687,3,Commercial and office space
2099,11638687,5,Unknown age
2100,11638687,14,"6,850 sqft"
2101,11638687,7,Commercial (1)
2102,11638687,15,Bank
2890,11638894,3,Commercial and office space
2891,11638894,14,"5,689 sqft"
2892,11638894,7,Commercial (1)
2893,11638894,15,Other
3827,11639186,3,Commercial and residential
3828,11639186,14,"12,300 sqft"
3829,11639186,7,Commercial (1)
1980,11641649,3,Commercial only
1981,11641649,5,2007
1982,11641649,14,"1,250 sqft"
1983,11641649,7,Commercial (1)
412,11643757,3,Commercial and residential
413,11643757,5,Unknown age
414,11643757,14,"12,000 sqft"
415,11643757,1,"566,569 sqft"
416,11643757,7,Commercial (1)
417,11643757,15,Inn
7650,11646987,3,Offices only
7651,11646987,5,1954
7652,11646987,14,430 sqft
7653,11646987,12,"4,961 sqft"
7654,11646987,7,Office (1)
7655,11646987,15,Many services
4691,11649157,3,Offices only
4692,11649157,5,"To be built, New"
4693,11649157,14,"1,500 sqft"
4694,11649157,7,Office (1)
6657,11655124,3,Commercial and office space
6658,11655124,5,Unknown age
6659,11655124,14,"1,301 sqft"
6660,11655124,1,"68,556 sqft"
6661,11655124,7,Commercial (1)
6662,11655124,15,Other
4161,11657078,3,Commercial and office space
4162,11657078,5,Unknown age
4163,11657078,14,"2,760 sqft"
4164,11657078,1,"5,777 sqft"
4165,11657078,7,Commercial (1)
4166,11657078,15,Other
21,11684264,3,Commercial only
22,11684264,5,1989
23,11684264,14,"1,307 sqft"
24,11684264,1,"86,832 sqft"
25,11684264,7,Commercial (1)
6723,11684785,3,Commercial and office space
6724,11684785,14,"3,200 sqft"
6725,11684785,12,"3,200 sqft"
6726,11684785,7,Office (1)
8064,11687252,3,Commercial and office space
8065,11687252,5,1947
8066,11687252,14,400 sqft
8067,11687252,1,"9,734 sqft"
8068,11687252,7,Commercial (1)
10293,11687947,3,Commercial and office space
10294,11687947,5,1973
10295,11687947,14,490 sqft
10296,11687947,7,Commercial (1)
2050,11694187,3,Offices only
2051,11694187,5,2013
2052,11694187,14,"1,984 sqft"
2053,11694187,7,Office (1)
7177,11716488,3,Commercial and office space
7178,11716488,5,1983
7179,11716488,14,965 sqft
7180,11716488,12,965 sqft
7181,11716488,7,Commercial (1)
7938,11726208,3,Offices only
7939,11726208,5,1954
7940,11726208,14,580 sqft
7941,11726208,12,"4,961 sqft"
7942,11726208,7,Office (1)
7943,11726208,15,Many services
5760,11726598,3,Commercial and office space
5761,11726598,14,545 sqft
5762,11726598,7,Commercial (1)
5763,11726598,15,Vacant
9211,11728224,3,Commercial and office space
9212,11728224,5,2013
9213,11728224,14,"1,820 sqft"
9214,11728224,12,"1,820 sqft"
9215,11728224,7,Commercial (1)
7791,11740579,3,Commercial and office space
7792,11740579,14,"2,000 sqft"
7793,11740579,7,Commercial (1)
5744,11748594,3,Commercial only
5745,11748594,14,"4,129 sqft"
5746,11748594,7,Commercial (1)
1172,11751008,3,Commercial and residential
1173,11751008,14,"1,981 sqft"
1174,11751008,12,991 sqft
1175,11751008,1,"4,585 sqft"
1176,11751008,7,Commercial (1)
1177,11751008,15,Other
6566,11761822,3,Commercial only
6567,11761822,5,Unknown age
6568,11761822,14,"1,853 sqft"
6569,11761822,7,Commercial (1)
9347,11764635,3,Commercial and office space
9348,11764635,5,2013
9349,11764635,14,302 sqft
9350,11764635,12,"3,000 sqft"
9351,11764635,1,"6,275 sqft"
9352,11764635,7,Commercial (1)
6611,11767211,3,Commercial and office space
6612,11767211,5,Unknown age
6613,11767211,14,900 sqft
6614,11767211,12,900 sqft
6615,11767211,7,Commercial (1)
5773,11785309,3,Commercial and office space
5774,11785309,14,"1,000 sqft"
5775,11785309,7,Commercial (1)
5776,11785309,15,Shopping centre
4506,11793040,3,Industrial and offices
4507,11793040,5,2015
4508,11793040,14,"2,000 sqft"
4509,11793040,7,Office (1)
3227,11803661,3,Commercial and office space
3228,11803661,5,1986
3229,11803661,14,"2,800 sqft"
3230,11803661,7,Office (1)
10286,11805239,3,Commercial and office space
10287,11805239,14,"2,300 sqft"
10288,11805239,7,Office (1)
877,11807033,3,Commercial only
878,11807033,5,"To be built, New"
879,11807033,14,"4,000 sqft"
880,11807033,12,"4,000 sqft"
881,11807033,1,"15,600 sqft"
882,11807033,7,Commercial (1)
1152,11809989,3,Commercial only
1153,11809989,14,"5,000 sqft"
1154,11809989,12,"5,000 sqft"
1155,11809989,7,Commercial (1)
3419,11826875,3,Offices only
3420,11826875,5,1928
3421,11826875,14,"8,000 sqft"
3422,11826875,7,Office (1)
2466,11837912,3,Commercial and industrial
2467,11837912,14,"2,375 sqft"
2468,11837912,7,Commercial (1)
3645,11851360,3,Commercial and office space
3646,11851360,5,"To be built, New"
3647,11851360,14,"From 30,000 sqft to 60,000 sqft"
3648,11851360,7,"Commercial (1), Office (1)"
3649,11851360,15,"Pet shop, Butcher shop, Bakery, Boutique, Deli/Cheese shop, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon"
