0,1,2,3,4,5,6
4500,0,1940,6,3,1,19800
6201,0,1994,4,2,2,15840
6837,0,1993,8,4,2,17400
4948,1,1957,4,2,1,21527
3455,0,1951,6,3,2,42000
3225,0,1960,6,3,1,39000
3847,0,2017,9,3,2,36600
15525,0,2017,4,2,1,84000
7882,0,,4,2,1,22320
2308,0,1920,4,2,2,16800
4980,0,1966,5,3,1,31980
1860,0,1954,5,2,1,31800
2325,0,2006,6,3,1,31740
13445,0,1956,7,3,1,15000
2325,0,1926,8,3,3,28440
5500,0,1942,4,2,1,14040
5000,0,1952,9,5,2,9600
5452,0,2004,8,4,2,26460
2150,0,1957,7,4,2,29400
2992,0,1958,6,3,1,44340
4811,0,1905,5,3,1,12600
5000,0,1948,5,3,1,15600
2530,0,1910,5,2,1,37260
2400,0,1987,5,2,1,27000
6500,0,1989,7,3,3,40500
34754,0,2005,8,4,2,21000
7660,0,1920,5,3,1,24300
7408,0,1980,4,2,1,18240
9025,0,1989,4,2,1,27900
4452,0,2004,5,3,1,31740
17470,0,1893,6,3,1,19200
6668,0,1979,6,4,1,78420
6412,0,1955,10,3,3,28200
6136,0,1965,4,2,1,47460
7259,0,,7,2,2,23400
6993,0,1927,4,2,1,15972
4371,0,1941,5,3,1,40080
5722,1,,4,2,1,54117
14700,0,1915,4,2,1,10560
2925,0,,7,3,1,28812
16796,0,,5,3,1,1
9816,0,2017,7,2,1,52800
5999,0,1970,10,3,1,14700
33326,1,1950,5,2,1,15600
3806,0,1977,6,3,2,37920
5000,0,1953,6,4,1,42840
3148,0,1910,6,4,1,47160
4998,0,1951,6,4,2,14400
2855,1,1957,6,3,1,37020
2717,0,1947,4,2,1,24875
7199,0,1977,4,2,1,16860
2592,1,1943,8,4,1,12000
5398,1,1947,6,4,1,32380
4636,0,1950,9,4,1,24720
3221,0,1910,10,4,3,50700
2619,0,1920,4,2,1,8040
13788,0,1935,4,2,1,15300
4859,1,1904,4,2,1,22560
3871,1,1920,5,3,1,17532
4948,1,1975,5,3,1,23580
1743,0,2013,4,2,1,33060
10136,1,1938,5,3,1,33000
15055,0,1850,7,3,1,10620
7011,0,1890,4,2,1,27060
4815,0,1942,5,3,1,11400
2368,0,1900,4,2,1,16140
2175,1,1960,5,3,1,10802
373857,0,1987,7,5,7,1
11037,0,1947,5,3,1,13980
4500,0,1925,7,3,1,16800
2199,0,1910,7,3,1,57600
5760,0,1959,5,3,1,28800
4750,0,,5,3,1,30000
3301,0,1947,8,5,3,36000
7948,0,1920,4,2,1,10260
4500,0,1940,5,3,1,8700
4773,0,1965,6,3,2,42000
18242,1,1924,4,2,1,17400
4815,1,1954,4,2,1,76464
1641,1,1947,4,2,1,14640
4752,0,1830,4,2,1,15360
4031,0,1945,9,3,1,16320
5999,0,1955,5,3,1,16800
2520,0,1900,6,2,1,55644
5000,0,,11,3,2,1750
11989,0,2007,11,3,2,39600
23282,0,1978,4,2,1,68760
4208,0,1964,4,2,1,25320
2818,0,1926,8,4,1,21780
24830,0,1980,12,4,3,7200
14272,1,1867,4,2,1,8112
3800,0,1940,4,2,1,10800
6598,0,1990,8,3,2,34200
42539,0,1985,8,4,3,30600
10175,0,1917,5,3,1,47580
11000,0,2016,4,2,1,93540
6593,0,1910,4,2,1,11460
8384,0,,4,2,1,12060
5864,0,1988,4,2,1,24360
5625,0,1954,4,2,1,68940
4300,0,1958,4,2,1,46080
5699,1,1968,5,2,1,2680
20296,0,1954,4,2,1,19320
2725,1,1920,6,2,1,82200
3000,0,1955,5,3,1,30924
11500,0,1959,5,3,1,11400
5000,0,1969,4,2,1,45348
5050,0,1986,5,2,1,24000
4330,0,1964,11,4,3,66900
74073,0,2005,10,2,2,25200
1824,0,1948,7,3,1,24216
2399,0,1934,4,2,1,10680
4790,0,1940,4,2,1,22500
4616,0,2016,5,2,1,38496
7369,0,2013,4,2,1,59460
18300,1,1964,4,2,1,144600
13200,0,1976,12,3,3,12600
1794,0,1929,6,3,1,30900
6450,0,,4,2,1,23040
4647,0,1926,7,3,1,26400
4646,0,1983,8,3,3,39840
4510,0,1935,5,3,1,11760
13201,0,1989,5,2,1,40800
5235,0,1944,4,2,1,81948
15823,0,1993,5,3,1,35880
24500,0,,4,2,1,16800
3315,0,1961,7,3,1,41640
4258,0,1950,4,2,1,21216
8325,0,1965,5,3,1,57720
2820,0,1955,6,3,1,29040
5000,0,1920,7,3,2,15600
4967,0,,4,2,1,20280
99275,0,2002,9,5,3,38580
15451,0,1985,4,2,1,150240
4723,0,1997,4,2,1,16920
12001,0,1966,4,2,1,72264
5347,0,1959,7,3,2,28500
3509,0,,5,3,1,15420
7027,0,1990,7,3,1,18300
5619,0,2007,7,2,1,19200
6176,0,1990,4,2,1,24120
4990,0,1947,5,2,1,21480
3794,0,1929,6,2,1,43200
19153,0,1880,6,3,1,43260
4106,0,1955,5,3,1,25260
6244,0,1940,5,3,1,16332
3246,0,,4,2,1,24480
15322,0,,7,3,1,15000
11240,0,1996,13,4,2,23100
2608,0,1952,4,2,1,23280
4489,0,1953,5,2,2,28200
14209,0,1968,4,2,1,80580
9100,0,1960,5,2,1,17280
5576,0,1950,11,2,2,14400
2225,0,1926,6,2,1,14700
4577,0,,6,3,1,24300
12521,0,,5,2,1,21000
3241,0,1991,6,4,3,41040
9061,0,1947,9,5,2,75600
1703,1,1905,6,2,1,50400
31580,0,,5,3,2,14700
19332,0,2007,5,3,1,17700
7553,0,2016,5,3,1,57600
1875,0,1910,4,2,1,18960
7999,0,1986,7,3,1,14520
8167,0,1986,4,2,1,12000
7500,0,1967,5,3,1,25800
410476,0,1955,6,3,2,34440
4000,0,1948,5,2,1,25260
4900,0,1900,4,2,1,22140
2375,1,1938,10,4,3,105000
10440,1,,4,2,1,24000
5280,0,1972,5,3,1,61140
4273,0,1900,6,3,1,17340
2385,0,1962,7,3,1,24240
5275,0,1880,6,4,1,16200
15339,0,1960,7,3,1,17160
75143,0,1991,4,2,1,22080
13120,1,,4,2,1,26280
7080,0,1982,6,3,1,31320
6000,0,1965,7,3,1,27000
2915,0,1890,5,3,1,15780
6192,0,2017,5,3,2,53400
13259,0,,5,3,1,14400
9808,0,,5,2,1,18900
6000,0,1994,10,4,2,7200
4042,0,1960,6,4,2,38400
8699,0,1883,11,3,2,6720
4250,0,1955,4,2,1,6600
3800,0,1937,4,2,1,13800
6214,0,1946,4,2,1,10500
3386,0,1943,4,2,1,22752
42359,1,,6,2,1,24600
76219,0,1978,9,2,1,57600
3256,0,1957,6,3,1,28920
2700,0,1910,4,2,2,49200
11460,1,1988,6,4,2,3000
3690,0,1950,6,2,1,16920
2575,0,1953,5,3,1,34980
3239,0,1930,7,4,2,39000
5420,0,1993,5,2,1,29100
3420,0,,6,4,1,25800
4800,0,1957,4,2,1,44580
2153,0,1962,6,3,1,10800
9610,0,,5,2,1,15120
13299,0,1945,4,2,1,15240
9369,0,1973,6,3,1,11520
9957,0,1975,4,2,1,19740
3970,0,1947,4,2,1,10800
3359,0,1961,6,3,2,33540
10536,0,1986,4,2,1,101976
5074,0,,5,3,2,25740
4000,0,1950,5,2,1,17940
6675,1,1974,5,3,2,32880
5948,0,1953,5,3,1,17220
12268,0,2007,4,2,1,38664
2812,0,1910,9,4,1,24000
3800,0,1986,4,2,1,35640
188,1,1955,5,3,1,27600
2275,0,1986,7,4,2,87900
4087,1,1926,10,2,2,62520
7373,0,1991,4,2,1,25584
6960,0,2007,4,2,1,16500
2531,0,1948,6,4,1,14700
7062,0,2013,4,2,1,27540
8308,0,,8,4,1,13500
6750,0,1961,4,2,1,49920
8535,0,2002,5,3,1,29340
4356,0,1948,9,3,1,24
10200,0,1947,5,2,1,12480
4919,0,2006,4,2,1,23400
6000,0,2004,5,3,2,30180
2082,0,,4,2,1,21180
2250,0,1950,6,3,2,19020
3471,0,1955,4,2,1,29760
4850,0,1969,4,2,1,23280
34085,1,1960,5,2,1,1840
4018,0,1971,5,3,1,34620
12190,0,,4,2,1,17340
4380,0,,5,3,1,14160
4147,0,1983,5,3,2,34200
9422,0,1948,4,2,1,57060
50881,0,,7,2,1,14520
10280,0,2006,4,2,1,54240
4454,1,,4,2,1,21000
6000,0,2017,4,2,1,31200
2256,1,,5,3,1,14160
5808,0,1938,4,2,1,22440
5400,0,1954,7,2,2,22560
2250,0,1955,5,3,2,23280
14515,0,1969,4,2,1,63300
276729,0,1932,6,3,1,19020
10059,0,1972,6,2,1,22560
76538,0,2000,4,2,1,18840
34556,0,1911,7,3,1,26340
5226,0,1950,5,3,1,31380
7657,0,1940,5,3,1,13020
5000,0,1949,5,3,1,21600
4999,0,1956,4,2,1,18960
2250,0,1958,4,2,1,27000
4259,0,1960,5,3,2,19740
11122,0,,8,3,1,13380
4200,0,1906,4,2,2,17400
3160,0,,5,3,1,22980
10106,0,1951,4,2,1,10200
13993,0,1979,5,3,1,34200
5513,0,1950,5,2,1,21600
1508,0,1962,4,2,1,25320
6807,0,1960,7,5,2,16500
7968,0,1905,6,2,1,11640
1930,0,1954,6,3,1,25800
3113,0,1955,6,3,2,30360
8054,0,,5,2,1,29160
2032,0,1966,5,2,2,11304
1442,0,1952,5,2,1,31980
14608,0,2017,6,3,1,37620
2792,0,1959,6,3,1,38400
6400,0,1939,9,3,2,8700
2059,1,1921,9,3,2,22920
5000,0,1970,5,3,1,27120
6400,0,1925,6,4,1,15180
5000,0,1963,10,3,2,28200
1680,0,1943,5,3,1,22140
1699,0,1946,5,3,1,14280
7499,0,,4,2,1,16800
10311,0,2017,4,2,2,51600
7000,0,1968,10,4,2,28800
4672,0,1975,7,3,2,15000
6000,0,1964,5,3,1,14100
92662,0,1969,8,2,2,16200
3020,0,1925,7,3,2,28560
5998,0,1950,7,3,1,24600
9323,0,1904,7,3,1,30540
4640,0,1951,5,3,1,39000
3697,0,1945,4,2,1,24120
16737,0,1995,5,3,1,98160
4618,0,1974,10,3,1,32040
6800,0,1954,6,3,1,13380
5526,0,1900,6,3,1,1
2731,0,1905,4,2,1,19680
7500,0,1955,4,2,1,19956
4409,0,1960,13,4,3,21000
19925,0,1979,4,2,1,72624
20364,1,1827,6,3,2,22680
5130,0,1950,6,3,2,63600
4950,0,1964,5,3,1,26040
4676,0,2009,8,3,2,17220
7340,0,1920,5,2,1,17760
2500,0,1955,4,2,1,10800
29477,0,,8,2,3,29220
2250,0,1910,4,2,1,5640
5165,0,,4,2,1,14040
8262,0,1907,5,2,1,12240
5998,0,,6,4,1,25920
5000,0,1964,5,3,1,14880
3419,0,1962,4,2,1,30540
2488,0,1910,5,3,1,14160
10000,0,1956,4,2,1,16740
4294,0,1967,6,3,1,9960
4025,0,1955,5,3,1,10140
5492,0,1932,6,3,1,20040
2077,0,1925,6,2,1,17280
3345,0,1870,4,2,1,13440
15484,0,1930,8,3,1,16200
2823,0,1885,7,5,3,41040
8248,0,,5,2,1,22200
3256,0,2009,4,2,1,8388
6604,0,,11,3,1,13440
2395,1,1947,7,3,1,31176
6998,0,1987,4,2,1,27900
6135,0,1912,4,2,1,56160
6348,0,1958,5,3,1,23280
21541,0,2002,4,2,1,14100
4139,0,1954,6,2,1,23400
7205,0,1955,6,3,1,18744
3660,1,1956,6,3,1,27120
2564,0,1920,4,2,1,27852
4559,0,1956,8,4,2,44400
2939,0,2012,8,3,2,22200
6905,0,1958,5,3,1,19200
2813,0,1960,5,3,1,38580
7158,0,2013,4,2,1,20400
5300,0,,6,3,1,19140
3035,0,1890,4,2,2,14400
7415,1,1929,4,2,1,9780
8051,0,2016,5,3,1,23400
5166,0,1940,5,3,1,22620
7000,0,1971,10,3,2,19560
3250,0,,9,5,2,282720
5597,0,1961,4,2,1,15300
12850,0,1955,7,4,1,15900
5435,0,1917,5,3,1,27000
4500,0,1952,5,3,1,12840
4086,0,1920,4,2,1,13860
10557,0,1978,7,3,1,16200
6007,0,,6,2,2,17520
2877,0,1942,7,4,2,12600
2020,0,1965,5,3,1,25080
3207,0,1930,4,2,1,10320
1818,0,1958,5,3,1,31680
3686,0,1961,5,3,1,37200
5283,1,1910,5,3,1,34020
9332,1,,5,3,1,13440
6650,0,1950,8,3,2,55260
10924,0,,4,2,1,45600
6144,0,1940,5,3,1,24
1920,1,1910,6,4,1,84000
6326,0,1967,4,2,1,13200
2898,0,1953,4,2,1,30720
3715,0,1949,4,2,1,18900
4896,0,1952,6,2,2,26640
3993,0,1950,5,2,1,17400
2049,0,1926,4,2,1,17700
17314,0,,4,2,1,23460
5100,0,2017,5,3,1,44100
16752,0,1870,7,3,1,6600
2142,0,1925,4,2,1,16200
5000,0,1948,4,2,1,12300
4150,1,1939,5,2,1,14940
15000,1,1969,7,3,1,22200
5525,0,1967,5,3,1,19800
10637,0,,9,4,2,14280
3240,0,1956,6,2,2,28020
8448,0,1944,3,2,1,10800
22854,1,,14,4,3,1
3690,0,1878,5,3,1,20280
1915,0,1911,7,3,1,15360
12439,0,1985,5,3,2,13680
5505,1,1940,4,2,1,42420
2477,0,1953,4,2,1,15180
4305,1,,6,2,1,27600
21740,0,2011,14,4,2,24600
4542,0,1955,6,3,1,25680
4454,1,,4,2,1,89580
3570,0,1969,4,2,1,16800
621954,0,1967,6,3,2,10921
5200,0,1942,5,3,1,13140
36178,0,1996,6,2,2,17052
4871,0,1990,4,2,1,25980
5000,0,1939,10,3,2,18600
2599,0,1967,7,3,1,21600
4599,1,,6,3,1,70008
6390,0,1989,5,2,1,26700
3163,0,1875,4,2,1,22620
10200,0,1959,4,2,1,21600
10748,1,1949,6,3,1,43500
7980,0,1950,5,3,1,19080
33842,0,1960,5,2,1,18120
2399,0,1960,5,3,1,27420
5041,0,2005,5,2,2,17520
8824,0,1978,5,2,1,20700
13240,1,,6,3,1,22800
6023,1,1959,7,4,2,37476
3353,0,1900,6,3,1,14760
3091,0,1948,4,2,1,24000
7700,0,1965,5,3,1,17280
4628,0,1953,5,3,1,24300
62003,0,2009,13,3,3,48000
5124,0,,10,4,2,25200
4800,0,1946,6,3,1,24000
1461,0,1880,4,2,2,20412
2486,0,1865,4,2,1,12240
5891,0,2009,4,2,1,34500
4397,0,2017,6,3,1,37620
6296,0,2013,4,2,1,28380
5785,0,2000,5,3,1,31800
4826,0,1949,6,2,1,24900
4914,0,1962,5,3,2,21600
2352,0,1894,5,2,2,45900
2006,0,1895,4,2,1,20520
2534,0,1904,5,2,1,16620
14867,0,1988,11,3,2,19800
2997,0,1908,4,2,1,14160
8063,0,1975,5,3,1,19920
5500,0,1962,7,3,2,24000
4400,0,1948,4,2,1,12960
4608,0,1955,4,2,1,21720
4724,1,1966,4,2,1,35040
7800,1,1979,6,3,2,36000
1799,0,1958,5,3,1,30060
4500,1,1959,4,2,1,91440
3780,0,1951,6,3,2,13548
5000,0,1953,6,4,1,15912
6949,0,,4,2,1,9000
4669,0,1974,10,4,2,42360
7800,0,1972,6,3,2,20520
3546,0,1959,6,4,1,21900
18023,0,2003,4,2,1,38460
6218,0,1950,3,2,1,16560
6055,0,1965,4,2,1,47040
11542,0,2012,13,3,2,44400
2892,0,1954,5,3,1,40800
5367,0,,5,3,1,20640
4366,0,1966,5,2,1,30720
5248,0,1918,6,3,1,7560
4680,0,1972,4,2,1,62400
2232,0,1935,6,3,1,30468
4030,0,1970,6,3,1,30960
9306,0,1953,8,3,2,12000
3113,0,1975,7,3,2,32400
4560,0,1952,5,3,1,14520
11088,0,,4,2,1,30540
5250,0,1986,6,3,3,54600
9921,0,1890,4,2,1,22704
6998,0,1919,4,2,1,42036
3000,0,1959,5,3,1,33600
6597,0,1960,5,2,1,12000
11249,0,2015,5,3,1,30900
8215,0,1945,5,3,1,14700
4796,0,2014,4,2,1,28200
12887,0,1977,5,3,1,24480
3967,0,1960,5,3,1,17220
2799,0,1955,11,5,2,27600
5278,0,2017,5,3,1,44100
15602,0,2007,5,3,1,22200
6838,0,1955,5,3,1,9180
5699,0,,6,3,1,27180
13806,0,1930,4,2,1,21396
5186,0,1925,4,2,1,11040
18470,0,,11,5,2,14100
9209,0,1964,12,4,2,21000
13275,0,1945,6,3,1,52080
6184,0,1989,4,2,1,21420
3600,0,1959,5,2,1,18660
5339,0,1980,7,3,3,44000
5028,0,,4,2,1,8640
4600,0,1958,5,3,1,26520
4702,0,2000,4,2,1,18720
3929,0,,4,2,1,10464
6730,0,1900,4,2,1,22860
40000,0,1955,12,6,3,39600
10883,0,2017,4,2,1,31200
7900,0,1945,6,2,2,17400
3168,0,1958,4,2,1,54240
10497,0,1930,4,2,1,17460
10242,0,,4,2,1,16680
2248,0,1920,4,2,1,14340
3153,0,,6,3,1,45480
15180,0,1970,4,2,1,60768
4089,0,1930,4,2,1,22800
11884,0,1984,5,3,1,38820
2051,0,1910,6,2,1,42000
4635,0,1961,5,3,1,30000
22576,0,1936,6,3,1,10200
4750,0,1949,9,3,2,20400
6534,0,1950,8,4,2,16620
4004,0,1953,5,3,1,27060
2342,0,1924,6,3,1,8400
5674,0,1984,4,2,1,23280
8999,0,1957,7,3,1,4800
11900,0,1994,5,3,1,30144
6046,0,1965,5,3,1,23700
6994,1,1958,4,2,2,20400
10059,0,2013,7,4,2,24
6054,0,1967,5,3,1,27012
4710,0,1958,4,2,1,45000
3810,0,,9,4,1,13020
12810,0,1986,4,2,1,24000
8649,0,1957,4,2,1,19320
40449,0,1987,16,4,2,42000
3503,0,1957,5,3,1,33960
5507,0,1935,4,2,1,12300
7565,0,1908,4,2,1,9060
6087,1,1932,4,2,1,30540
60000,0,2004,5,3,1,16680
8212,0,1984,12,3,2,10152
16928,0,1929,4,2,1,22260
4305,0,1978,6,3,1,29880
12961,0,1957,5,2,1,16800
4455,0,1972,4,2,1,63120
22852,0,1986,10,3,1,15480
3545,0,1928,5,2,1,17400
2218,0,1958,5,3,1,7344
4788,0,2004,8,3,2,26160
7000,0,1971,5,3,2,22800
6000,1,1962,10,3,2,24000
7416,0,1970,5,3,2,54060
91736,0,1984,7,3,1,17400
5940,0,1963,7,3,2,19800
5635,0,1968,5,3,1,76320
4165,1,1946,4,2,1,43020
17145,0,,4,2,1,24900
5768,0,,4,2,1,36
2909,0,1956,5,3,1,33300
1778,1,1938,4,2,1,19620
4435,0,1952,7,3,1,10620
12291,0,,4,2,1,19200
1179,0,1950,5,3,1,27000
3388,0,,7,3,2,9780
20017,0,2007,5,3,2,37920
9332,0,1964,6,3,1,14400
6502,0,2007,4,2,1,22872
7196,0,1910,5,3,1,13020
14062,1,1910,7,4,1,25860
6131,0,,7,4,1,20400
567580,0,,4,2,1,8460
9077,0,2011,9,2,1,25440
7583,0,,4,2,1,22200
39789,0,2011,4,2,1,23160
3737,0,2017,5,3,1,47016
9957,0,1975,4,2,1,39336
14458,0,2015,4,2,1,40260
1480,0,1910,4,2,1,28260
18607,0,1988,7,2,1,22500
7200,0,1988,6,3,2,21120
4498,0,1971,5,3,1,28320
4376,0,1954,4,2,1,17100
12380,0,1930,7,3,1,24600
120836,1,2002,9,5,1,66000
9148,0,1969,4,2,1,40092
12564,0,,5,2,1,11520
14884,1,1972,4,2,1,22980
3176,0,1929,6,3,2,72000
12,0,,5,2,1,39000
4467,0,,6,4,2,21600
5483,0,1966,6,3,1,28440
8256,0,,5,3,1,25884
2250,1,1920,5,2,1,31200
3862,0,1962,13,3,2,39600
2472,0,,5,3,1,31320
4012,0,1948,4,2,1,28800
5201,0,1955,6,3,1,15360
2958,0,1939,8,3,2,45564
2960,0,2015,5,3,1,40500
4950,0,1950,6,4,1,43200
5394,0,1987,6,2,1,34200
8930,1,1913,5,3,1,8640
4813,0,2010,9,3,2,21840
5000,0,1940,4,2,1,10200
5242,0,,4,2,1,17400
4924,0,,5,2,1,27960
12590,0,1973,4,2,1,22716
6173,0,2008,8,2,1,22800
3740,0,1928,4,2,1,51192
5000,0,1957,6,4,1,17520
4997,0,1969,4,2,1,24360
8119,0,1950,7,4,1,17100
25816,0,2007,4,2,1,66540
16339,0,1948,4,2,1,17820
2050,0,1950,5,2,1,20520
5005,0,1967,4,2,1,27360
2218,1,1955,7,4,2,45720
29658,0,1993,4,2,1,30900
9049,0,,4,2,1,19380
5529,0,1964,7,4,2,26760
2400,0,1924,4,2,1,11580
6499,0,1950,4,2,1,14100
1440,0,1910,6,2,1,46020
4759,0,1920,6,3,1,18540
5602,1,1940,4,2,1,39936
9484,0,1965,13,4,2,29880
13784,0,1974,4,2,1,30600
3744,0,1912,5,3,1,11700
1852,0,1949,6,2,2,19320
3836,0,1917,4,2,1,9120
2347,0,1900,5,3,1,30000
5616,0,1948,6,3,1,42600
10839,0,1996,5,3,1,28224
5998,1,1880,7,3,1,28800
3884,0,1962,5,3,1,15120
3567,0,1905,7,2,1,27480
7026,1,1948,6,2,2,52404
3656,0,2017,4,2,1,42000
6476,0,1992,4,2,1,14640
2430,0,1928,6,3,1,37080
2880,0,1948,5,4,1,11508
14999,0,1988,5,2,1,26400
2982,0,1943,4,2,1,11700
9354,0,,5,3,1,22500
6000,1,1954,9,4,2,11880
5000,0,1935,4,2,1,21300
4617,0,2017,4,2,1,43200
5095,0,2015,4,2,1,26400
3420,0,1970,5,3,1,30720
19779,1,1920,7,4,1,5400
17682,0,1910,10,4,2,1
12310,0,1964,4,2,1,31500
11025,0,1841,6,4,2,21600
2151,0,1940,4,2,1,12900
5000,0,1960,5,3,1,22800
26832,0,1942,6,3,1,12900
6126,0,1965,5,3,1,49524
3906,0,1974,7,3,3,38940
5000,0,1955,4,2,1,16320
10608,0,1952,7,3,1,26760
17480,1,1962,20,11,3,12
8000,0,1943,5,2,1,31560
4565,0,,6,3,1,30600
4450,0,1950,5,3,1,23640
4289,0,1880,5,3,1,16200
2931,0,1956,5,3,1,17160
8416,0,,5,3,1,26400
3271,0,1957,4,2,1,43200
7053,0,1951,7,3,2,94500
4465,1,1942,4,2,1,29280
7290,0,,5,2,1,24
4750,0,,4,2,1,30540
4830,0,1949,5,3,2,20100
3766,0,1977,8,3,2,44400
4401,0,1950,6,3,1,33600
7920,0,1971,5,3,1,16800
9721,0,1952,9,4,2,33960
15554,0,2008,4,2,1,27300
5205,0,1930,6,3,1,18120
5916,0,1953,8,4,1,13200
6158,0,1930,4,2,1,22440
6384,0,1960,4,2,1,32424
5993,0,1946,4,2,1,22800
4648,0,1990,7,4,1,24180
2275,0,1954,4,2,1,27000
7045,0,2006,6,2,1,34440
5000,0,1956,5,3,1,10620
6148,0,1940,5,3,1,12600
24985,0,2011,4,2,1,37200
8046,0,,4,2,1,13044
9443,0,1992,4,2,1,24960
18200,0,,4,2,1,15600
4999,0,1953,5,3,1,20520
5131,0,1949,5,2,1,9000
10134,0,2005,9,5,4,42300
5970,0,1968,5,3,1,29940
3858,0,1950,4,2,1,21540
23328,1,1943,5,3,1,20220
2878,0,1945,4,2,1,14400
3225,0,1951,9,5,1,25200
3750,0,1950,4,2,1,15840
13868,0,1970,14,5,1,26100
10630,0,,5,2,1,16200
3961,0,1925,4,2,1,18168
1708,1,1910,6,2,1,37200
5554,0,1949,6,3,2,39600
14822,0,1958,5,3,1,49740
10000,0,1940,6,3,2,18000
7774,1,,6,3,1,11700
2324,0,1967,9,3,2,23640
22812,0,1945,5,3,2,11640
10000,0,1935,4,2,1,10620
4971,1,,4,2,1,19800
3841,0,1959,5,2,1,36900
39646,1,1970,4,2,1,6000
25317,0,,4,2,1,4800
2748,0,1900,4,2,1,16020
3660,0,1941,4,2,1,22440
11234,0,2004,4,2,1,60540
27500,0,1976,5,3,1,24720
6097,0,1912,4,2,1,14940
5100,0,2017,5,3,2,51000
2493,0,1926,5,3,1,20400
5940,0,1959,10,4,3,27420
3214,0,1951,6,3,1,44412
1314205,1,1980,7,3,1,1600
2380,0,1965,5,3,1,28200
14913,0,1868,4,2,1,12600
5400,0,1944,11,3,1,12600
20670,0,1990,5,3,1,108144
6950,0,1940,4,2,1,14808
16188,0,,8,4,2,19800
6114,0,,4,2,1,24780
2973,0,1960,5,2,1,24180
4500,0,1948,4,2,1,11400
7567,1,2006,4,2,1,3215
11057,0,1955,4,2,1,19560
7005,0,1977,5,3,1,17400
6000,0,1960,7,3,1,19440
5191,0,1966,5,3,1,26760
4928,1,1920,5,3,1,44400
2899,0,1918,9,4,2,20520
14986,0,1976,15,6,2,31200
8179,0,,4,2,1,23220
4021,0,1969,12,3,2,28200
5499,0,,6,3,1,15660
6000,0,1962,7,3,2,1410
2282,0,1966,5,3,1,31800
9143,0,1962,4,2,1,41880
5839,0,1945,5,3,1,17400
4000,0,,11,4,1,24540
3462,0,1979,5,3,2,28080
3720,0,1947,5,3,1,18360
4642,0,1941,6,3,1,20100
1980,0,1957,4,2,2,40140
6190,0,1955,4,2,1,36600
5100,0,1956,4,2,1,12600
4747,0,1971,7,3,3,40260
6280,0,1925,4,2,1,20760
4844,0,1972,8,3,2,57230
70525,0,1940,13,3,2,15900
8811,0,2009,4,2,1,27720
5100,0,1949,6,5,2,62400
1889,0,1910,7,3,1,50400
12296,1,2015,6,2,2,46800
17380,1,,5,3,1,77760
4392,0,1954,5,3,1,35316
10330,0,1970,6,2,1,15000
6350,0,1958,5,3,1,23760
11037,0,1975,5,3,1,32940
6250,0,1949,4,2,1,12480
2072,0,1957,9,3,1,31200
6500,0,1920,6,2,1,12744
15425,0,1960,4,2,1,29700
13990,0,1952,4,2,1,10080
3356,0,1885,4,2,1,86040
8811,0,2009,4,2,1,27480
6050,0,1957,6,3,1,25020
7118,0,,4,2,1,17520
6768,0,1953,4,2,1,37800
2153,0,1885,5,2,1,22800
7920,0,,6,3,1,12000
69836,1,1909,17,13,1,44400
5400,0,1956,8,4,2,22260
4800,0,1928,4,2,1,14280
4036,0,1967,6,3,2,27000
19185,0,,5,3,1,16200
16251,0,1971,4,2,1,14400
16934,1,1895,4,2,1,50220
3961,0,1901,4,2,1,16620
1986,0,,4,2,1,10680
4422,0,1950,5,3,1,24600
3272,0,1981,8,3,2,10380
2496,0,,4,2,1,15840
4407,1,1900,4,2,2,41340
8787,0,2000,17,4,3,36600
4050,0,1970,4,2,1,26280
11011,0,1940,4,2,1,23100
6186,0,1910,5,3,1,18300
4085,0,,4,2,1,10200
9074,0,1918,4,2,1,18720
6787,0,2014,4,2,1,27480
6300,0,1956,5,2,1,28740
3250,0,1900,4,2,1,12240
7865,0,,4,2,1,10200
11189,0,1953,7,6,2,27600
2115,0,1964,8,3,3,22500
4734,0,1973,4,2,1,23220
2442,0,1890,6,4,1,14160
8547,0,2013,4,2,1,20400
12859,0,1940,5,2,1,23280
8848,0,1966,5,3,1,30600
6007,0,2004,5,3,1,14652
4994,0,,5,3,1,13740
5110,0,1988,5,2,1,24300
2923,0,1958,5,3,1,25320
2267,0,1965,8,3,2,27600
6224,0,1945,6,2,2,24600
4850,0,1942,6,2,1,15240
4993,1,1930,7,5,1,25320
8871,0,1958,4,2,1,10200
14561,0,1948,8,3,2,22800
7848,0,1959,4,2,1,77820
9152,0,2017,4,2,1,33960
2516,0,1949,5,2,1,30600
11107,0,1989,7,3,2,16560
3580,0,1941,6,3,2,15120
5388,0,1965,5,3,2,36000
5866,0,,4,2,1,36180
12802,0,1945,6,3,2,23580
2389,1,1992,4,2,1,71560
11198,0,,4,2,1,20100
12656,1,,5,2,1,12420
8178,0,1950,9,2,1,9960
2000,0,1958,4,2,2,2
13998,0,1940,4,2,1,29100
6415,0,2004,4,2,1,33540
4750,0,1910,5,3,1,20940
4541,0,1954,4,2,1,23580
9184,0,1979,5,2,1,22920
5275,0,1945,6,3,1,37920
2175,1,1910,9,3,2,37200
2375,1,,6,4,1,112800
5754,0,,4,2,1,37140
9646,0,1998,9,3,2,44880
4605,0,1987,5,3,2,22200
11705,0,1991,4,2,1,25500
5549,0,1942,6,2,1,32520
3638,0,1956,4,2,1,62520
23813,0,1948,13,5,3,24600
6000,0,1964,4,2,1,18216
