0,1,2,3,4,5,6
6899,1,,4,2,1,34468
6764,0,1947,4,2,1,14400
16800,0,1968,10,3,1,15900
6000,0,1961,6,2,1,19800
7000,1,1964,9,2,2,24
24575,0,1951,6,3,1,25200
15737,0,2012,11,4,2,29220
14886,0,1942,7,3,1,11400
8317,0,2010,4,2,1,27300
9738,0,1945,4,2,1,13368
6856,0,,5,3,1,10500
2555,0,1911,4,2,1,11820
2672,0,2017,5,3,1,69000
6215,0,1950,5,2,1,1025
1369,0,1900,3,2,1,19200
7366,0,1948,8,4,2,22800
4576,1,1967,4,2,1,45900
4690,0,1968,6,3,1,9600
12901,0,1972,12,4,3,6000
18686,0,1973,5,3,1,79320
24260,0,,4,2,1,15360
2220,0,1970,5,3,1,24000
1344,0,1921,4,2,1,22524
10600,0,1946,4,2,1,13200
24184,0,2013,5,2,1,7200
4050,0,1930,6,3,1,15180
2250,0,1928,7,3,1,30120
1900,0,1920,9,4,1,31200
3800,0,,4,2,1,32652
2300,0,1956,6,2,1,22500
700,0,1940,5,3,1,35760
10819,1,,4,2,1,9312
6119,1,,4,2,1,26880
140000,0,2009,5,3,1,17700
11941,0,2014,5,3,1,32880
2400,0,,4,2,1,19728
8387,0,1990,4,2,1,45660
4229,0,1937,4,2,1,14400
4683,0,1955,4,2,1,22560
12336,0,2013,4,2,1,17400
5529,1,1880,5,3,1,19680
32761,1,,7,4,1,35640
5000,0,1925,7,2,1,15120
5785,0,2000,7,3,1,32400
1447,0,,5,3,1,32100
5990,0,1994,5,3,1,29640
2472,0,1928,4,2,1,120000
6831,0,1953,4,2,1,15960
5000,0,1955,6,3,1,12600
4221,0,1987,7,3,2,45540
3341,0,1963,11,3,1,43020
8625,0,1948,7,3,1,16200
5733,0,1941,4,2,1,41100
6017,0,2014,4,2,1,28080
14642,0,1935,5,3,1,16560
7918,1,1959,5,3,1,22800
7500,1,1977,4,2,1,30252
5662,0,1990,12,4,2,18216
8700,0,,8,3,1,25800
5399,0,1928,4,2,1,8940
7143,0,1968,6,3,1,36072
6688,0,1959,6,3,1,14400
4441,0,1966,8,4,2,46080
2250,0,1910,6,3,1,29280
6415,0,1955,4,2,1,34680
6916,0,1959,6,4,1,14400
10072,1,,5,3,2,22464
9671,1,1978,4,2,1,35360
4274,0,1945,4,2,1,28392
5874,0,2017,5,3,1,35460
4650,0,1993,6,3,2,18180
3605,0,1934,5,2,1,23760
4250,0,,7,4,2,17880
3274,0,1960,4,2,1,19080
13356,0,1902,6,4,1,5400
1248,0,1915,5,3,1,15120
12320,0,1994,4,2,1,24000
5700,0,1968,7,3,2,31800
5590,0,1968,9,5,2,17004
5257,0,1995,4,2,1,24540
8493,0,2003,4,2,1,24960
2099,0,,4,2,1,9300
9341,0,1950,4,2,1,26880
38536,0,1925,4,2,1,18180
6750,0,1965,7,4,1,19440
5800,0,1988,4,2,1,16200
5000,0,1990,4,2,1,15000
2562,0,1927,5,3,1,27012
3440,0,1921,5,3,1,17520
5932,0,1958,5,2,2,66000
7950,0,,6,2,1,12000
10000,0,1905,4,2,1,11400
10397,0,1955,6,3,2,42780
5310,0,2004,8,4,2,28692
1915,0,,5,3,1,9600
12651,0,1972,10,2,2,13800
2269,1,1935,6,3,1,35400
4374,0,1988,6,3,2,28140
5652,0,,5,2,1,18600
3353,0,2013,4,2,1,16800
2217,0,1967,7,3,2,9600
18284,0,2015,6,3,1,25920
2790,0,1964,6,3,1,1300
7914,1,1920,4,2,1,43320
2017,0,1929,4,2,1,19920
6986,0,1947,10,3,2,22200
2583,1,1930,4,2,1,44100
6509,0,2015,4,2,1,31800
5944,0,1949,4,2,1,15744
1882,0,1915,8,3,1,12840
54964,0,1993,4,2,2,24840
6500,0,,5,2,1,12600
2964,0,1940,5,2,1,15960
14375,0,1958,9,5,2,26400
15672,0,,6,3,1,10680
9294,0,2017,4,2,1,33960
5000,1,,5,3,1,27480
11661,0,1988,5,3,1,19800
4500,0,1925,6,3,1,12564
2117,1,1964,5,3,1,55320
5750,0,1973,4,2,1,72480
32278,0,1988,4,2,1,19200
5140,0,1950,7,3,2,46200
2605,0,1969,6,3,2,43884
2265,0,1952,6,3,2,23496
7142,0,1990,4,2,1,51000
4588,0,1984,4,2,1,16308
2688,0,1962,5,3,1,18348
18487,0,,7,3,1,9600
3471,0,1972,8,3,2,35400
14921,0,,5,3,1,19200
2957,0,1900,5,2,2,10020
6240,0,1952,6,3,1,26208
4214,0,1915,4,2,1,22320
2952,0,1954,4,2,1,17160
1106,0,1900,4,2,1,21780
3993,0,1909,5,2,1,5400
3620,0,1935,4,2,1,11280
3589,0,1962,8,3,2,28620
5000,1,1962,5,3,1,32880
2018,0,1950,4,2,1,15300
9763,0,,4,2,1,19740
18362,0,,8,3,1,8400
3164,0,1910,5,3,1,43824
2037,0,1962,5,3,2,13200
3420,0,1987,4,2,1,17340
4319,0,1952,6,3,1,20520
8125,0,1964,5,3,1,24960
3799,0,1940,8,2,1,43800
2125,0,1920,5,2,1,20160
4800,0,1961,8,4,2,16140
2471,1,1931,5,3,1,27696
11575,0,1986,9,2,1,25200
3244,1,1923,5,3,1,42000
7637,0,2008,5,3,1,32688
4475,0,1944,4,2,1,11640
6836,0,1940,4,2,1,9060
6000,0,1965,6,3,2,51840
3596,0,1935,5,2,1,1
8394,1,1900,5,3,1,49260
3750,0,1954,5,3,1,17700
37211,0,1910,6,3,1,5520
2324,0,1967,5,3,1,3400
5642,0,1978,4,2,1,33120
85948,0,2012,7,3,1,26400
27246,1,,9,4,1,22800
3500,0,1930,10,3,2,16200
3496,0,1967,5,3,1,3200
4376,0,1904,5,3,1,11760
5000,0,1954,8,3,2,41400
706,0,1933,12,4,2,22200
4881,0,2004,4,2,1,31440
6253,0,1969,5,3,1,28680
5790,0,1979,8,3,3,59100
3348,0,1947,6,2,1,16440
9967,0,1952,7,2,1,19860
8564,0,1975,5,3,1,70320
1520,0,1910,5,3,1,43860
4000,0,,4,2,2,13920
52597,0,1980,8,4,2,18600
3076,0,1961,6,3,1,27480
8295,0,,4,2,1,8700
2469,0,1966,5,3,1,27600
1237,0,1875,4,2,1,12000
7000,0,1965,5,3,1,32500
3403,0,1885,5,3,1,19200
1962,0,1967,4,2,1,28020
2954,0,1963,5,3,2,21600
2929,0,,5,3,1,27120
5047,0,,4,2,1,37980
3578,0,1969,5,3,1,36420
6405,1,1949,4,2,1,49944
9982,0,,4,2,1,67212
4400,0,1990,7,3,1,19800
11418,0,2014,4,2,1,45960
6768,0,1960,5,3,1,34068
1450,0,1950,3,2,1,9600
6000,0,1928,6,2,2,12180
12012,0,1894,6,3,1,16800
10268,0,,5,2,2,12840
6898,0,1972,8,3,3,75600
6685,0,2002,5,3,1,22188
3795,0,,5,2,1,12600
5688,0,1968,5,2,1,5700
7552,0,1968,10,6,3,34020
5274,0,1912,6,3,1,39180
47242,0,1962,6,4,1,43140
5000,0,2017,4,2,1,39600
21528,0,1978,7,3,1,9600
5690,0,,5,3,1,25620
5420,1,1910,8,3,2,25000
4400,0,1977,5,3,1,28380
16356,0,1973,4,2,1,79080
2551,0,1897,4,2,1,10500
6000,0,1920,4,2,1,12960
3759,0,1965,7,4,2,31860
6586,0,2017,10,3,2,24600
7723,0,,6,3,1,26700
3679,0,1967,7,4,1,25200
7026,0,1967,5,3,1,19524
8467,0,1953,4,2,1,18600
7470,1,1973,7,2,1,4800
10215,0,1998,14,3,4,17400
5166,0,1990,7,4,2,17712
49735,0,2017,8,2,2,18600
10449,0,1860,6,2,2,24000
3451,1,1930,5,3,1,26568
7163,0,2017,4,2,1,2340
2992,0,1959,4,2,1,51720
7777,0,1940,4,2,1,22380
5068,0,1918,4,2,1,18000
3722,0,2010,8,2,1,23412
2000,0,1910,5,2,1,24000
10360,0,,4,2,1,11220
4462,0,1972,7,3,1,53760
6392,0,2000,7,3,1,31140
23381,0,1991,4,2,1,33300
8251,0,1967,4,2,1,14400
5859,0,1973,5,3,1,35880
22565,0,1965,4,2,1,1360
6338,0,,5,2,1,14880
4871,0,1920,5,2,1,17820
7009,0,,8,3,2,5040
5000,0,1962,9,4,1,54432
2025,0,1885,8,4,2,46320
6544,0,2013,4,2,1,20400
2019,0,,6,3,1,28860
2625,0,1959,6,3,1,22440
13923,0,1998,8,3,2,18000
5000,0,1953,5,2,1,14400
20330,1,,5,3,1,9600
4119,0,1950,5,3,1,12600
4962,0,1989,7,3,1,28440
6650,0,1945,4,2,1,10080
5000,0,1910,7,4,2,12780
2001,0,1962,8,3,2,22200
6825,0,1954,8,3,3,31500
6266,0,1992,5,3,1,23820
42445,0,2003,5,2,1,26400
2462,0,1876,12,4,2,55200
5948,0,1976,9,3,2,36000
9561,0,1955,11,3,2,40596
5668,0,1981,5,3,1,27720
6000,0,1988,4,2,1,19200
11464,0,1920,4,2,1,3840
6227,0,1988,5,3,1,29484
1760,0,1923,7,3,1,28500
5821,0,,4,2,1,15840
10366,0,1950,6,3,1,13920
3570,0,1960,7,3,2,29640
2327,0,1953,6,3,2,8928
7974,0,,4,2,1,15000
2314,0,1955,8,2,1,32880
5315,0,1960,5,3,1,10560
3195,0,1947,4,2,1,28440
4215,0,1990,4,2,1,28800
3000,0,1915,5,3,1,15000
5000,0,1950,9,3,1,9000
6486,0,1920,7,2,1,15600
2091,0,1945,4,2,1,12000
12445,0,1952,5,2,1,6720
3780,0,1968,5,3,1,39300
3330,0,1900,8,3,2,17760
5000,0,1952,8,3,1,9432
37293,0,1973,4,2,1,235320
10113,1,,5,3,1,60600
6191,0,,4,2,1,28668
5600,0,1948,4,2,1,14340
3776,0,1961,5,3,1,32400
1870,0,1961,5,3,1,22200
10000,0,1926,5,3,1,17700
5000,0,1900,4,2,1,9360
8078,0,1900,5,3,1,22020
2574,0,1929,4,2,1,12600
37199,0,1943,4,2,1,20220
3767,1,,4,2,1,28920
4450,0,1972,9,3,3,43320
4500,0,1960,5,2,1,35100
10991,0,,13,9,10,135600
4178,0,1964,5,3,1,17520
5981,0,1958,5,2,1,15600
13896,1,1899,5,3,1,105534
4734,0,1953,5,2,1,27240
4900,0,,4,2,1,12000
3601,0,1927,6,3,1,27120
1700,0,1958,5,3,1,49800
7493,0,1948,5,3,1,30120
4759,1,1944,6,3,1,10800
4733,0,1952,4,2,1,13620
5348,0,1965,5,3,1,16824
6641,0,1953,4,2,1,24900
10560,0,1925,4,2,1,45120
5250,1,1947,4,2,1,4716
15500,0,1945,4,2,1,46140
3904,0,1868,4,2,1,25380
6706,0,1927,4,2,1,21576
33534,0,2004,8,3,2,20400
2570,0,1968,6,3,1,30660
5133,0,1958,8,4,2,51480
6303,0,1989,6,4,1,19920
4868,0,1947,8,3,2,17100
2324,0,1968,6,3,1,31800
7102,0,1979,4,2,1,20220
7500,0,1952,4,2,1,12000
3149,1,,5,3,1,16500
4550,0,1946,5,3,1,10800
3150,0,1958,5,3,1,31224
2178,0,1958,5,3,1,10020
4250,0,1981,6,3,1,24240
14400,0,1977,6,4,1,38760
5000,0,1959,6,3,2,16080
7150,0,1963,5,3,1,13824
4400,0,1937,7,5,2,20400
3591,0,1960,5,3,1,31200
19904,1,1958,15,3,3,6600
5243,0,2001,8,3,2,40860
2609,1,1959,5,3,1,32400
2248,0,1962,6,3,1,22800
2562,0,1943,4,2,1,37560
4171,0,1880,4,2,1,11400
7987,0,1962,7,3,1,15900
8064,1,1946,5,2,1,25188
7223,0,1960,4,2,1,11400
8805,0,1955,12,4,2,24000
7430,0,,5,3,1,21000
8548,0,1944,4,2,1,9900
1900,0,1959,9,4,2,24600
2085,0,1959,5,3,2,25920
9663,1,1914,4,2,1,27300
3204,0,1958,5,3,2,37200
6351,0,1945,5,2,1,11160
4716,0,1959,5,3,1,33240
3800,0,1960,5,3,2,30360
17715,0,1954,10,2,1,19800
3472,0,1961,6,3,1,31080
7312,0,1942,6,3,2,16980
4565,0,1901,4,2,1,10800
6456,0,1916,5,3,1,19440
5168,0,1901,6,4,1,21720
9599,0,1942,4,2,1,40824
5583,0,1958,5,2,1,28800
2700,0,1941,5,3,1,18420
63475,0,,4,2,1,24324
10463,0,2016,5,3,2,22500
6602,0,1920,8,4,2,14100
2887,0,1965,5,3,1,32460
2038,1,,5,2,3,38088
1176,0,1972,5,3,1,17160
5000,0,1941,4,2,1,12300
3900,0,1900,4,2,1,14580
5800,0,1971,4,2,2,13860
54896,0,1999,6,2,1,36000
3999,0,1955,4,2,1,43200
6889,0,1910,8,4,1,15600
7515,0,1947,4,2,1,16200
16782,0,1989,4,2,1,38280
1890,0,1957,4,2,1,22920
5000,0,2008,7,4,2,19200
4894,0,,4,2,1,36960
7507,0,1970,8,4,2,16896
5761,0,1987,5,3,1,39540
5583,0,1961,7,3,2,25200
2109,0,1910,9,3,2,22344
3780,0,1952,5,3,2,21360
48615,0,2006,6,2,1,30600
2336,0,1960,5,3,1,33600
1502,0,1910,5,2,1,45240
2068,0,1900,7,2,2,41340
2045,0,1900,5,3,1,30600
4329,0,1949,9,3,1,4200
5000,0,1950,5,2,1,17400
9045,0,1916,4,2,1,16020
10751,0,2013,5,3,1,27360
8085,0,1955,4,2,1,10020
5278,0,1942,5,3,1,16320
7000,0,1900,5,3,1,16920
7580,0,1920,4,2,1,33360
2486,1,1925,4,2,1,61200
3592,0,1834,4,2,1,58980
21262,0,1903,6,2,2,32340
5000,0,1955,4,2,1,13440
5562,0,1953,5,2,1,27240
7200,0,1965,4,2,1,10500
5000,1,1953,5,3,1,15600
5310,0,1973,4,2,1,18900
6929,1,1911,4,2,1,24300
7595,0,1967,4,2,2,12300
2927,0,1929,12,4,2,69240
18857,1,,7,3,2,24
32567,0,1958,4,2,1,9480
45855,0,2003,4,2,1,23100
8133,0,1900,7,3,1,19320
6500,0,1978,4,2,1,27504
2980,0,1968,5,3,2,52200
16227,1,1975,5,2,1,93324
13329360,0,1990,10,6,2,32100
2815,0,1981,6,3,2,36120
3240,0,1956,5,3,2,36900
3200,0,1930,5,2,1,21420
3227,1,1950,5,2,1,16800
2175,0,1940,7,3,1,28800
7459,1,1890,7,2,2,18000
4506,0,1969,5,3,3,32280
6020,0,1966,4,2,1,28920
5000,0,1942,4,2,1,44400
5234,0,,5,3,1,60420
1937,0,,6,3,1,30300
10111,0,1985,5,3,1,38580
1750,0,1943,5,3,1,30600
4418,0,1952,7,5,2,13440
3123,0,1990,4,2,1,28200
2730,0,1966,5,3,2,37800
5400,0,1954,5,3,1,17040
5934,0,1957,4,2,1,18600
1875,0,1955,5,2,1,21420
4229,0,1973,4,2,1,22680
42909,0,1999,12,3,2,25740
2280,0,1919,5,3,1,13800
5088,0,1947,4,2,1,16800
6600,0,1977,4,2,1,62880
5000,0,1940,5,3,1,1225
7800,0,1950,4,2,1,17940
4500,0,1952,4,2,1,48780
6500,0,1920,5,3,1,20580
2791,0,,6,3,1,36984
7465,0,1953,5,3,1,27780
4455,0,1972,4,2,1,57180
14768,0,,5,2,1,22800
188,1,1965,5,3,1,33120
6825,0,1965,4,2,1,33840
4997,0,1963,5,3,1,16560
9600,0,1945,7,2,1,11340
4872,0,1962,6,3,2,31440
6765,0,1900,4,2,1,15360
9353,1,1871,8,3,1,28440
6000,0,1964,9,4,2,27540
4331,0,1962,9,3,2,27000
2303,0,1927,4,2,1,19500
4500,0,1945,4,2,1,14760
5400,0,1941,8,3,2,19800
17562,0,1900,4,2,1,11100
5581,0,,5,3,1,26160
2413,0,1910,6,4,1,57600
12593,1,1956,5,3,1,18180
1757,0,1925,7,4,2,28860
4500,0,1880,4,2,1,19956
1870,0,1955,6,3,2,22260
8287,0,1972,6,3,1,29220
1662,0,1928,5,3,1,25800
3510,0,1978,7,3,1,37200
13999,0,1976,4,2,1,34020
3150,0,1930,7,2,1,46200
8125,0,1962,9,4,1,17040
3743,0,2010,6,3,2,23460
3423,0,1909,4,2,1,11040
5555,0,1956,7,3,1,18600
5118,0,1975,4,2,2,22860
12051,0,1995,4,2,1,25380
6366,0,1975,7,3,2,13200
3749,0,1953,4,2,1,35220
62989,1,,7,4,1,19560
5400,0,1945,6,3,2,19200
3175,0,1944,7,3,2,81780
2813,0,1962,6,3,2,30000
15047,0,1900,8,4,1,11880
11120,0,1950,6,3,1,15600
5000,0,2017,7,2,1,43800
20663,0,1930,5,3,1,19440
2979,0,1922,4,2,1,32916
3100,0,1955,4,2,1,30000
24277,0,1960,4,2,1,48900
30623,1,,5,3,1,18200
3130,0,1963,6,3,1,31950
14725,0,1976,4,2,1,20700
9956,0,1964,9,3,2,27360
16269,0,2016,5,3,1,18600
8152,0,1984,4,2,1,16320
5476,0,1963,5,2,1,22980
4202,0,1984,9,4,3,47880
1599,1,1947,4,2,1,25200
16477,0,1977,13,3,2,47640
4848,0,,7,3,2,26400
3900,0,1940,5,2,1,16800
2875,0,1954,4,2,1,13500
2347,0,,5,3,1,27840
6104,0,2017,5,3,1,35100
3788,0,1935,8,4,2,17340
3325,0,1964,13,3,1,30000
4225,0,1916,5,3,1,33600
5400,0,1974,9,2,2,9000
4703,0,1927,5,2,1,26040
5402,0,1946,4,2,1,9600
5000,0,1945,5,2,1,21960
4088,0,1950,5,3,1,78240
5497,0,1997,4,2,1,7800
5684,0,1940,4,2,1,9000
10564,1,,4,2,1,27600
7856,1,1917,7,4,1,19620
38752,0,1958,7,4,2,28800
2500,0,1916,5,3,1,27840
3704,0,1971,7,4,2,18960
23325,0,1969,4,2,2,741600
5000,0,1962,4,2,1,18180
1970,0,1925,4,2,1,9420
11987,1,1986,10,4,4,1
4550,1,1950,13,7,3,23580
2520,1,1910,5,3,1,47820
1899,0,1957,5,3,1,27960
30785,0,1950,6,3,1,15240
4880,0,1955,8,4,2,25200
4750,0,1960,4,2,1,9180
5555,0,1942,4,2,1,12600
8364,0,1962,6,2,1,18540
8450,0,,8,3,1,10260
8117,0,1954,4,2,1,12600
9926,1,,5,2,1,22980
7500,0,1911,7,3,2,24300
1876,0,1961,5,3,1,26700
7097,0,1995,4,2,2,36060
3750,0,1932,6,4,2,72120
3341,0,1963,5,3,2,28740
6154,0,1904,5,3,1,16920
4837,0,,4,2,1,22500
31869,0,1989,6,3,2,25200
4823,0,1945,4,2,1,40800
7086,0,1983,5,3,1,20580
7178,0,1989,7,2,1,11700
36181,1,,6,3,1,825
5711,0,1958,7,3,1,15960
11210,1,1990,5,2,1,36000
5844,1,1915,4,2,1,24600
3552,0,1948,5,3,1,13080
2870,0,1946,6,3,1,34800
2604,0,1945,4,2,1,15000
4350,0,1960,4,2,1,20880
12017,0,1990,5,3,2,28500
9555,0,,5,2,1,21480
6133,0,1900,5,3,1,28380
5000,0,1893,5,3,1,31260
6000,0,1951,4,2,1,6132
5219,0,2000,5,3,1,40800
56100,0,,5,2,1,12000
5000,0,1975,5,3,1,31200
7854,0,1860,6,4,1,28200
5506,1,,4,2,1,20400
7275,0,1985,4,2,1,45900
4520,0,1915,5,2,1,6600
3588,0,1950,4,2,1,10200
17025,0,1928,8,3,1,10800
44243,0,1987,8,2,3,42000
4000,0,1955,7,3,1,24300
5814,0,,4,2,1,12060
4834,0,2006,4,2,1,43200
3140,0,1950,4,2,1,9540
64033,1,1987,8,2,1,43680
217070,0,,6,3,1,810
5390,0,1890,4,2,1,19200
2000,0,1958,7,3,3,26580
5400,0,1959,6,3,1,23040
5600,0,,5,3,1,10200
4418,0,1936,5,3,1,12600
7700,0,1942,5,2,1,46080
4478,0,1928,5,3,1,17940
4416,0,,5,3,1,14400
7794,1,,8,4,1,21000
15258,0,1940,4,2,1,24360
4227,0,1959,5,3,1,33000
7890,1,1958,4,2,1,29040
5835,0,1930,4,2,1,24660
4828,0,1930,4,2,1,6580
10761,0,1953,5,2,1,16968
7500,0,1969,5,3,1,18600
3897,0,1976,6,3,2,33720
6050,0,1991,8,3,2,25800
3008,0,1922,7,2,2,35400
2548,0,1956,6,2,1,29160
5932,0,2009,5,3,1,13800
9112,0,1965,5,2,1,17520
4876,0,1950,7,3,1,14160
4600,0,1916,4,2,1,29100
8474,0,1930,4,2,1,4800
6597,0,2006,4,2,2,32748
8698,0,1960,4,2,1,28800
3324,0,1885,5,2,1,11400
138199,1,,5,3,1,12660
4983,1,1951,4,2,1,2
2250,0,1954,4,2,1,30000
3374,0,1945,9,2,1,19200
4914,0,1966,6,3,1,36540
4043,0,1930,6,3,1,21120
4873,0,1951,4,2,1,16980
8213,0,1968,8,3,1,19200
12214,0,1954,10,3,2,25500
5181,0,1993,5,2,1,21840
1719,0,1956,5,3,1,35940
3096,0,1920,7,4,2,12360
3800,0,1957,5,3,1,33312
5000,0,1963,5,3,1,17190
2275,0,1953,6,4,1,50556
2016,0,1965,5,3,1,33120
5252,0,1958,4,2,1,23640
7135,1,1900,4,2,1,68640
3595,0,2003,7,3,1,19680
7800,0,2005,11,4,2,30600
4500,0,1949,6,3,1,15600
2244,0,1955,4,2,1,15600
9716,0,1979,9,3,1,18000
9003,0,1953,4,2,1,41040
33203,0,1980,6,2,1,12360
4068,0,,6,3,1,16200
5980,0,1989,6,3,1,30180
2207,0,1929,5,3,1,10800
2435,0,1964,4,2,1,43320
19367,0,,5,3,1,19200
8326,0,2011,4,2,1,36600
1530,1,1913,5,3,1,89028
12536,0,1920,4,2,1,23340
3864,0,1927,4,2,1,27036
8656,0,1980,4,2,1,29760
24025,1,1976,4,2,1,34776
6075,0,1968,4,2,1,6000
9119,0,1875,4,2,1,27264
10944,0,1991,5,3,1,34260
13059,0,1955,5,3,1,10680
7000,0,1978,8,4,2,22440
9784,0,2012,5,3,1,52140
4115,0,1947,6,3,1,6120
5000,0,1946,5,2,1,12900
2700,0,1920,5,2,1,9000
3329,0,1946,6,2,1,18600
1309,0,1955,4,2,1,10380
1064,0,,4,2,2,13800
3792,0,1968,5,3,1,33840
2943,0,1951,5,3,1,23760
3945,0,1969,10,4,2,9000
4050,0,1919,7,3,2,24540
11106,0,2013,4,2,1,61200
2052,0,1962,5,2,1,29160
10645,0,1991,7,3,1,28740
4800,0,1955,4,2,1,31800
4153,0,1972,5,3,1,38760
3564,0,1982,6,4,2,37860
5835,0,,11,3,2,18720
5448,0,,5,2,1,9900
4225,0,1991,8,3,2,20700
5151,0,2003,12,5,2,28500
29376,0,,9,4,2,18600
4768,0,1973,5,3,1,60300
3038,0,1961,6,2,1,19860
4327,0,1930,4,2,1,9120
5000,0,,4,2,1,24480
3313,0,1924,6,2,1,27420
2119,0,1916,4,2,1,18720
25444,0,1945,4,2,1,18000
1818,0,1960,9,4,2,26280
10000,0,1972,7,3,1,19800
5774,0,1955,9,3,1,20400
1776,1,,5,2,2,25200
4525,0,1880,4,2,1,9840
12890,0,,14,3,2,25200
3249,1,,4,2,1,72900
7378,0,2012,4,2,1,25740
2750,0,1910,5,3,1,22800
6487,0,1918,5,3,1,26280
3706,0,1974,5,3,1,33600
18837,0,1916,4,2,1,22800
4977,1,1940,6,3,1,25800
7000,0,,7,3,2,16596
9728,0,,5,3,1,18600
5100,0,1962,6,4,2,36060
3690,0,1961,7,3,1,39600
2920,0,,5,2,1,21480
14926,0,1972,5,3,1,51360
5250,0,1959,4,2,1,6000
4136,0,1957,5,3,1,41400
46500,0,1989,4,2,1,21300
6741,0,1953,6,3,1,36720
5018,0,1950,6,3,1,15960
17592,0,1961,5,3,1,13680
3009,0,,4,2,1,14400
5620,0,1925,4,2,1,18600
20651,0,2009,4,2,1,79200
10574,0,2012,5,3,1,53280
6147,0,1970,5,2,1,25200
80146,0,2010,12,3,3,18000
4300,0,1990,4,2,1,43404
11065,0,2014,5,3,1,107400
9414,0,,5,3,1,12660
5032,0,2017,11,3,2,28800
9809,0,1969,4,2,1,73800
3600,0,1960,8,3,1,25560
4900,0,1946,4,2,1,14220
22653,0,,6,3,1,16800
6000,0,1960,7,2,1,15120
37849,0,1948,12,3,2,25800
15165,1,1950,10,3,2,12680
10375,0,1955,7,4,1,10920
4000,0,1958,7,4,2,11820
5250,0,1969,5,3,1,13500
4068,0,1984,6,3,1,34620
3286,0,,5,2,1,20700
18570,0,,7,4,2,21360
10806,0,1952,12,3,1,24000
4518,1,,7,4,1,26345
2540,0,1961,6,4,1,9240
4789,0,1872,5,3,1,7920
11000,0,2014,9,3,1,25800
8625,0,1976,8,4,1,7332
4918,1,1955,4,2,1,24144
6000,0,1987,11,4,2,16860
4000,0,1950,4,2,1,29040
2747,0,1930,4,2,1,6240
3779,0,1967,7,3,1,25800
13324,0,,4,2,1,10800
2360,1,1924,5,3,2,38400
11894,0,1962,8,4,1,60216
3835,0,1957,6,3,1,16200
18022,1,,6,3,2,12600
5200,0,1948,7,3,2,12720
2235,0,1940,5,3,1,9840
5000,0,1949,4,2,1,9000
7836,0,1941,6,3,1,26604
4666,0,1927,8,4,1,30756
3035,0,1954,5,3,1,28500
3910,0,1958,6,3,1,28560
8252,0,2002,4,2,1,37500
7141,0,2009,5,3,1,15600
4672,0,1875,9,4,2,36852
4298,0,2008,4,2,1,7800
2705,0,1925,5,3,1,24660
4409,0,1957,4,2,1,35400
15778,0,1957,4,2,1,4800
2250,0,1950,7,3,2,16800
1875,0,1923,5,2,1,14760
2879,0,1948,7,3,2,14340
4273,0,1940,4,2,1,14400
5000,0,1956,5,2,2,34980
2783,0,1978,4,2,1,23820
4845,0,1970,6,3,2,35916
4565,0,1965,8,4,2,25200
7740,0,1953,9,4,2,12480
5099,0,1954,6,3,2,17760
3900,0,1942,4,2,1,9012
5237,0,,4,2,1,23460
6147,0,1961,4,2,1,42900
7217,0,1983,5,2,2,13200
17318,0,2017,5,3,1,96
80000,0,1950,7,3,1,21900
5827,0,1956,4,2,1,14100
29251,0,1970,4,2,1,78360
4750,0,1954,11,3,2,17700
12964,0,1995,4,2,1,51540
2518,1,1885,5,2,1,68400
7040,0,2006,6,2,1,34440
2051,0,1946,7,5,2,31560
4198,0,1951,4,2,1,35640
13213,0,1948,5,3,1,10260
5739,0,2012,4,2,2,61800
4143,0,1912,4,2,1,22560
4424,0,1953,5,2,1,26400
18982,0,1980,5,2,1,18000
5062,0,,11,3,2,18000
85250,0,,4,2,1,13800
1743,0,2013,4,2,1,33060
1607,0,,9,2,3,60000
5000,0,1940,9,2,1,10800
2150,0,1959,5,3,1,22200
2450,0,1910,4,2,1,26820
2325,0,2006,6,3,1,31740
1879,0,1927,5,3,2,31200
8489,0,1953,12,10,3,162000
74550,0,1994,9,2,1,37980
7000,0,1948,4,2,1,9000
8021,0,1947,5,3,1,14400
7262,0,2016,5,3,1,34560
52551,0,1987,8,3,2,18000
38881,0,1876,5,3,1,206976
5200,0,1942,5,3,1,19200
9246,0,2006,4,2,1,51300
5000,0,1936,5,2,1,26400
6297,0,1945,13,3,1,18000
5579,0,1997,5,3,1,32820
9294,0,1976,10,4,2,17400
13403,1,1940,5,3,1,33960
6000,0,1950,4,3,1,11880
6650,0,1973,10,3,2,7200
21441,0,2005,6,3,2,12000
5376,0,,7,3,2,12900
5150,0,1958,7,3,2,15000
2000,0,1963,4,2,1,24360
4058,0,1933,4,2,1,25116
3601,0,1961,7,3,2,24000
5048,0,1944,4,2,1,44520
8103,0,,6,2,2,21888
9083,0,2017,5,3,1,35460
9397,0,1940,9,3,3,30060
2413,1,,5,3,1,31680
8254,0,1956,5,3,1,11040
20133,0,1979,7,4,1,20400
47685,0,,8,4,1,24720
5250,0,1956,4,2,1,57240
4402,0,,4,2,1,17340
12498,0,2005,8,2,2,7800
5375,0,1950,4,2,1,25620
9007,0,2009,5,3,1,42000
4359,0,1928,4,2,1,30780
6500,0,1890,6,3,1,11280
8110,0,1770,5,3,1,15780
7718,0,1925,5,2,1,15000
5126,0,1959,7,3,2,38040
5687,0,1945,4,2,1,18300
4000,0,1927,4,2,1,17364
17778,0,1905,11,5,2,25920
4850,0,2015,5,2,1,24000
2700,0,1920,4,2,1,10140
