0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool
17527063,,,Commercial and industrial,,,,Industrial (1),,,,,,,"7,300 sqft",,
17527956,,,Commercial and office space,,,,Office (4),,,,,,,"From 702 sqft to 8,759 sqft",,
17530313,,,Commercial and office space,,2010,,Commercial (1),,,,,,,"1,429 sqft",Office or shop,
17532972,,,Commercial and residential,,Unknown age,,Commercial (1),,,,,,,"6,000 sqft",,
17537110,,,Commercial and office space,,,,Commercial (1),,,,,,,"12,000 sqft",Retail,
17540482,,,Offices only,,1930,,Office (1),,,,,,,875 sqft,,
17553293,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,"2,500 sqft",,"2,500 sqft",Bar,
17563564,,,Commercial and industrial,,,,Industrial (1),,,,,,,"40,000 sqft",,
17570111,,,Commercial and industrial,,,,Industrial (1),,,,,,,"5,000 sqft",,
17572021,,,Offices only,,,,Office (1),,,,,,,186 sqft,,
17572333,,,Offices only,,,,Office (1),,,,,,,"3,500 sqft",,
17580394,,,Offices only,,,,Office (1),,,,,375 sqft,,375 sqft,,
17591597,,,Commercial only,,1990,,Commercial (1),,,,,"1,900 sqft",,"1,900 sqft",Pharmacy,
17592276,,,Commercial and office space,,2003,,Commercial (1),,,,,"3,500 sqft",,"3,500 sqft",,
17601655,,,Commercial and office space,,"To be built, New",,Commercial (1),,,,,,,855 sqft,,
17610941,,,Commercial and office space,,,,"Commercial (1), Office (1)",,,,,,,"From 1,500 sqft to 3,000 sqft","Pet shop, Butcher shop, Bakery, Boutique, Grocery store, Florist, Fruits and vegetables, Pharmacy, Restaurant, Beauty salon",
17614777,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,235 sqft",,
17620492,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,505 sqft",Grocery store,
17620503,,,Offices only,,1954,,Office (1),,,,,"4,961 sqft",,"4,000 sqft",Other,
17621437,Residential,,,,,,,,,,,,,,,
17621656,"33,800 sqft",,Commercial and industrial,,1984,,Industrial (4),,,,,"8,178 sqft",,"From 1,255 sqft to 8,178 sqft",Other,
17630235,,,Commercial only,,,,Commercial (1),,,,,,,"4,000 sqft",,
17634722,,,Commercial and industrial,,2016,,Commercial (1),,,,,"4,500 sqft",,"4,500 sqft",Other,
17635734,"117,412 sqft",,Industrial and offices,,1980,,Industrial (1),,,,,"10,000 sqft",,"10,000 sqft",Other,
17643322,"8,389 sqft",,Commercial and office space,,2010,,Office (1),,,,,,,170 sqft,"Health centre, Other, Home care, Massotherapy, Accounting",
17643699,"3,102 sqft",,Commercial and office space,,1955,,Commercial (1),,,,,,,"3,300 sqft",Office,
17660260,,,Offices only,,2017,,Commercial (1),,,,,,,"3,000 sqft",,
17673376,"78,161 sqft",Commercial,,,,,,,,,,,,,,
17675295,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
17677590,,,Offices only,,,,Office (1),,,,,"2,565 sqft",,"2,565 sqft",,
17688481,,,Commercial and office space,,,,Commercial (2),,,,,"2,855 sqft",,"From 1,275 sqft to 2,855 sqft",,
17689531,,,Commercial only,,,,Commercial (1),,,,,"5,000 sqft",,"5,000 sqft",,
17698866,,,Commercial and industrial,,"To be built, New",,Industrial (1),,,,,"3,000 sqft",,"3,000 sqft",,
17707989,,,Offices only,,1987,,Office (1),,,,,,,400 sqft,,
17719503,"9,086 sqft",,Commercial and office space,,1964,,Commercial (1),,,,,,,"10,966 sqft",Vacant,
17720151,,,Commercial and office space,,,,Commercial (1),,,,,,,"5,000 sqft",,
17725837,,,Commercial only,,,,Commercial (1),,,,,,,"2,880 sqft",Auto parts,
17729080,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,961 sqft,,
17729131,,,Commercial only,,,,Commercial (1),,,,,,,"1,273 sqft",,
17735830,,,Commercial and office space,,"1944, Historic",,Commercial (1),,,,,"3,256 sqft",,"3,256 sqft",,
17740457,,,Commercial and office space,,,,Commercial (1),,,,,550 sqft,,550 sqft,,
17759605,"19,747 sqft",,Commercial and office space,,1964,,Office (1),,,,,,,"1,500 sqft","Accounting, Auto parts, Beauty salon, Computing equipment, Daycare centre, Electronics, Florist, Hairdresser, Health centre, Jewellery store, Pharmacy, Travel agency",
17760057,"43,039 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"11,496 sqft",,"12,000 sqft",,
17774430,,,Offices only,,Unknown age,,Office (1),,,,,,,"4,262 sqft",,
17779715,,,Commercial and office space,,,,Office (1),,,,,,,"1,500 sqft",,
17782832,"7,564 sqft",,Commercial and office space,,Unknown age,,Commercial (1),,,,,"7,488 sqft",,"5,062 sqft",,
17783400,,,Commercial and office space,,,,Commercial (1),,,,,"1,182 sqft",,"2,000 sqft",,
17786543,"12,535 sqft",,Commercial only,,1973,,Commercial (1),,,,,"5,763 sqft",,"5,763 sqft","Health centre, Other",
17790974,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,003 sqft",Shopping centre,
17797700,,,Industrial and offices,,,,Office (1),,,,,,,240 sqft,,
17820871,,,Industrial only,,Unknown age,,Industrial (1),,,,,"2,706 sqft",,"3,076 sqft",,
17828379,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,500 sqft",,
17834734,"47,472 sqft",,Commercial only,,1994,,Commercial (1),,,,,,,"5,520 sqft",,
17836035,,,Commercial and residential,,"To be built, New",,Office (1),,,,,,,"1,000 sqft",,
17847694,,,Commercial and industrial,,,,Commercial (1),,,,,"7,500 sqft",,"7,500 sqft",,
17862157,,,Offices only,,,,Office (1),,,,,,,508 sqft,,
17871398,"6,450 sqft",,Commercial and office space,,1967,,Commercial (1),,,,,,,"19,898 sqft",,
17874904,"118,604 sqft",,Commercial and office space,,1966,,Commercial (1),,,,,,,"8,000 sqft",,
17882595,,,Commercial only,,,,Commercial (1),,,,,,,"1,200 sqft",,
17905084,,,Commercial only,,1973,,Commercial (1),,,,,,,"1,000 sqft",,
17908011,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,303 sqft",,
17908178,"18,223 sqft",,Offices only,,1956,,Commercial (2),,,,,,,"From 350 sqft to 1,550 sqft",Health centre,
17939874,,,Offices only,,,,Office (1),,,,,,,"1,000 sqft",,
17946314,,,Offices only,,,,Office (1),,,,,950 sqft,,950 sqft,,
17951082,,,Commercial only,,1935,,Commercial (1),,,,,,,"1,814 sqft",Restaurant,
17957614,,,Commercial and office space,,1912,,"Residential (1), Office (1)",,,,,,,"8,000 sqft",,
17963489,,,Commercial and office space,,,,Commercial (1),,,,,,,925 sqft,Other,
17968232,,,Commercial only,,,,Commercial (1),,,,,,,"1,100 sqft",Other,
17969987,"36,167 sqft",,Commercial only,,1991,,Commercial (1),,,,,,,120 sqft,"Variety store, Florist, Travel agency, Arts and Crafts, Jewellery store, Accounting, Hairdresser, Office",
17970736,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,420 sqft",,
17971064,,,Commercial only,,2011,,Commercial (1),,,,,,,"2,015 sqft",,
17983831,,,Commercial only,,,,Commercial (1),,,,,,,"1,500 sqft",,
18001652,"71,692 sqft",,Commercial and office space,,"To be built, New",,"Commercial (1), Office (3)",,,,,"10,000 sqft",,"From 1,000 sqft to 11,500 sqft","Health centre, Dry-cleaning, Medical specialist",
18006246,,,Commercial and office space,,,,Commercial (1),,,,,,,"4,327 sqft",,
18006823,,,Offices only,,,,Office (1),,,,,,,"3,500 sqft",,
18010847,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,300 sqft",,
18014211,,,Commercial and office space,,1950,,Commercial (1),,,,,,,"1,400 sqft",,
18023937,,,Commercial only,,,,Commercial (1),,,,,,,964 sqft,,
18028465,,,Commercial only,,2014,,Office (1),,,,,,,"5,000 sqft",,
18033657,,,Commercial only,,,,Commercial (1),,,,,"1,738 sqft",,"1,258 sqft",,
18042135,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,539 sqft",,
18044478,"127,240 sqft",,Commercial and industrial,,"To be built, New",,Industrial (1),,,,,"16,800 sqft",,"11,200 sqft",,
18048373,,,Commercial only,,,,Commercial (1),,,,,,,208 sqft,,
18050468,"13,569 sqft",,Offices only,,"2016, New",,Office (1),,,,,"3,000 sqft",,"5,000 sqft",Profesional,
18074242,,,Offices only,,1988,,Office (1),,,,,,,"5,858 sqft",,
18076016,,,Commercial only,,,,Commercial (1),,,,,,,700 sqft,,
18077528,"17,355 sqft",,Commercial only,,1994,,Commercial (1),,,,,,,"1,450 sqft",,
18077622,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,125 sqft",Conditionnement physique/école de conduite...,
18104021,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,060 sqft",,
18111903,,,,,,,"Office (1), Warehouse (1)",,,,,,,"From 500 sqft to 4,000 sqft",,
18119096,,,Industrial and offices,,Unknown age,,Industrial (1),,,,,,,"40,988 sqft",,
18139795,,,Commercial only,,,,Commercial (1),,,,,,,830 sqft,,
18143207,,,Commercial and industrial,,,,Commercial (1),,,,,"3,600 sqft",,"3,600 sqft",,
18148799,,,Commercial and office space,,,,Commercial (1),,,,,"1,145 sqft",,"1,145 sqft",Other,
18152870,,,Commercial only,,,,Office (1),,,,,,,"2,000 sqft",,
18165879,,,Commercial and residential,,,,"Residential (1), Commercial (1)",,,,,,,"3,013 sqft",,
18166750,"257,827 sqft",,,,2006,,Warehouse (1),,,,,,,150 sqft,,
18186554,,,Commercial and office space,,,,Commercial (1),,,,,"1,100 sqft",,"1,100 sqft",,
18205201,,,Commercial and office space,,,,Commercial (1),,,,,,,"5,500 sqft",,
18224883,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"5,000 sqft",showroom/entreposage,
18240203,,,Commercial and residential,,,,Commercial (1),,,,,,,"1,350 sqft",,
18279788,"76,119 sqft",,Commercial only,,"2014, New",,Commercial (1),,,,,"1,885 sqft",,"1,885 sqft",,
18281380,,,Commercial only,,Unknown age,,Commercial (1),,,,,,,"1,400 sqft",,
18286701,,,Commercial and office space,,,,Office (1),,,,,,,800 sqft,,
18296339,,,Offices only,,2003,,Office (3),,,,,,,"From 1,280 sqft to 7,080 sqft",,
18329982,,,Commercial and office space,,2013,,Commercial (1),,,,,,,"1,750 sqft",,
18370198,,,Industrial and offices,,,,Industrial (1),,,,,,,"6,631 sqft",Other,
18376965,"4,746 sqft",,Offices only,,Unknown age,,Office (1),,,,,,,956 sqft,,
18379002,,,Offices only,,,,Office (1),,,,,,,120 sqft,,
18384221,,,Commercial and office space,,1999,,Commercial (1),,,,,"2,368 sqft",,"2,200 sqft",,
18387117,,,Commercial and office space,,,,Office (1),,,,,,,"11,103 sqft",Other,
18392512,,,Offices only,,1974,,Office (1),,,,,,,"1,333 sqft",,
18393220,,,Commercial and office space,,"1870, Century",,Office (1),,,,,910 sqft,,"1,820 sqft",,
18402460,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,400 sqft",,
18407952,,,Commercial only,,,,Commercial (1),,,,,,,501 sqft,,
18418732,,,Commercial and office space,,1955,,Commercial (1),,,,,,,"1,275 sqft",,
18430935,,,Commercial only,,,,Commercial (1),,,,,,,775 sqft,,
18434669,,,Offices only,,,,Office (1),,,,,120 sqft,,120 sqft,,
18453137,,,Commercial and office space,,,,Office (1),,,,,,,650 sqft,,
18462494,,,Industrial and offices,,,,Warehouse (1),,,,,"9,000 sqft",,"3,000 sqft",,
18465361,"191,563 sqft",,Industrial only,,2009,,Industrial (1),,,,,"77,188 sqft",,"11,200 sqft",,
18475728,,,Commercial only,,,,Commercial (1),,,,,,,136 sqft,Massotherapy,
18487521,"118,521 sqft",,Commercial and industrial,,"2014, New",,Commercial (1),,,,,"42,000 sqft",,"3,561 sqft",Dealer,
18488536,,,Commercial only,,,,Commercial (1),,,,,,,"1,574 sqft",,
18508189,,,Offices only,,2011,,Office (1),,,,,"5,069 sqft",,"5,069 sqft",,
18515257,,,Commercial and office space,,1950,,Commercial (1),,,,,,,"3,027 sqft",,
18524376,,,Offices only,,,,Office (5),,,,,,,From 120 sqft to 820 sqft,,
18529655,,,Commercial only,,1965,,Commercial (1),,,,,,,200 sqft,,
18546618,,,Commercial only,,,,Commercial (1),,,,,655 sqft,,655 sqft,,
18551676,,,Commercial and office space,,"2013, New",,Commercial (1),,,,,,,"1,400 sqft",,
18558710,"11,259 sqft",,Offices only,,1945,,Commercial (1),,,,,"3,155 sqft",,1 sqft,Bar,
18606538,,,Commercial and office space,,2009,,Office (1),,,,,,,"1,028 sqft",,
18607371,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
18616568,,,Commercial only,,,,Commercial (1),,,,,,,525 sqft,,
18627705,,,Commercial and office space,,,,Office (1),,,,,,,37 sqft,,
18639242,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,795 sqft",,
18640251,,,Industrial and offices,,,,Office (1),,,,,,,130 sqft,,
18647415,,,Industrial and offices,,1990,,Industrial (1),,,,,"6,507 sqft",,"6,507 sqft",,
18648087,"87,575 sqft",,Commercial and office space,,,,"Commercial (2), Warehouse (2)",,,,,,,"From 1,700 sqft to 23,100 sqft",,
18650003,,,Commercial and office space,,,,Office (1),,,,,,,"1,294 sqft",,
18652728,,,Offices only,,,,Office (1),,,,,,,"2,700 sqft",,
18655174,,,Commercial only,,,,Commercial (1),,,,,,,"20,000 sqft",,
18665398,Basement 6 feet or +,,,,,,,,,,,,,,,
18676164,"155,011 sqft",,Commercial and office space,,"2012, New",,Commercial (1),,,,,"7,500 sqft",,"7,500 sqft",,
18676504,,,Commercial only,,,,Commercial (1),,,,,"1,650 sqft",,"1,650 sqft",,
18686642,,,Commercial and office space,,1999,,Commercial (1),,,,,,,"2,740 sqft",Restaurant,
18707675,,,Commercial and office space,,1939,,Commercial (1),,,,,"3,595 sqft",,"3,595 sqft",,
18707814,,,Offices only,,,,Office (1),,,,,,,77 sqft,Office,
18710083,"43,708 sqft",,Commercial only,,,,Commercial (1),,,,,,,450 sqft,,
18724979,,,Commercial and office space,,1973,,Office (1),,,,,,,"2,600 sqft",,
18729635,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,632 sqft",,
18738438,,,Commercial only,,1900,,Commercial (1),,,,,,,867 sqft,,
18747249,,,Offices only,,,,Office (1),,,,,,,120 sqft,,
18769742,,,Commercial only,,1970,,Commercial (1),,,,,,,"1,500 sqft",,
18769984,,,Commercial only,,,,Commercial (1),,,,,"6,000 sqft",,"6,000 sqft",,
18784308,,,Commercial and office space,,,,Office (1),,,,,,,850 sqft,,
18788626,,,Commercial only,,,,Office (1),,,,,,,"1,150 sqft",,
18792960,,,Commercial only,,,,Commercial (1),,,,,,,971 sqft,,
18795577,"133,519 sqft",,Commercial and industrial,,,,Industrial (1),,,,,"75,474 sqft",,"75,474 sqft",,
18798879,"76,677 sqft",,Commercial and office space,,2011,,Commercial (1),,,,,"1,450 sqft",,"1,450 sqft",,
18804075,,,Commercial and industrial,,"To be built, New",,Commercial (2),,,,,,,"From 4,500 sqft to 10,000 sqft",Other,
18806028,"21,530 sqft",,Commercial and office space,,1992,,Commercial (1),,,,,,,"4,031 sqft",Other,
18806394,,,Commercial and office space,,,,Office (1),,,,,,,"10,000 sqft",,
18812685,,,Commercial only,,,,Commercial (1),,,,,,,139 sqft,Massotherapy,
18826593,,,Offices only,,,,Office (1),,,,,,,"3,155 sqft",Offices,
18836702,,,Commercial and office space,,1988,,Commercial (1),,,,,,,300 sqft,,
18881880,,,Commercial only,,1974,,Commercial (1),,,,,,,947 sqft,,
18888442,,,Commercial and office space,,,,Commercial (4),,,,,,,"From 1,135 sqft to 13,645 sqft",,
18889732,,,Commercial and office space,,Unknown age,,Office (1),,,,,"1,275 sqft",,"1,275 sqft",,
18889808,"13,925 sqft",,Commercial only,,1971,,Commercial (1),,,,,"6,480 sqft",,"6,480 sqft",Shopping centre,
18937075,,,Commercial only,,1985,,Commercial (1),,,,,,,"1,681 sqft",,
18945667,,,Commercial and industrial,,,,Industrial (1),,,,,,,"2,200 sqft",,
18946606,,,Offices only,,,,Office (1),,,,,,,100 sqft,,
18951107,,,Commercial only,,,,Commercial (1),,,,,,,"3,892 sqft",,
18970980,,,Commercial only,,,,"Commercial (1), Warehouse (1)",,,,,,,"From 4,000 sqft to 8,500 sqft",,
18986085,,,Commercial and industrial,,1988,,Industrial (1),,,,,"2,250 sqft",,"2,250 sqft",,
18988684,,,Commercial and office space,,2013,,Commercial (1),,,,,"2,017 sqft",,"2,017 sqft",,
18989499,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,024 sqft",,
18993491,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"2,300 sqft",,
19006612,,,Industrial only,,,,Industrial (1),,,,,,,"72,000 sqft",,
19008295,,,Commercial only,,,,Commercial (1),,,,,,,575 sqft,,
19012259,,,Commercial only,,,,Commercial (1),,,,,,,"5,520 sqft",,
19025636,,,Commercial and office space,,2002,,Commercial (1),,,,,,,"4,000 sqft",,
19039327,,,Commercial only,,,,Commercial (1),,,,,,,810 sqft,,
19046915,,,Offices only,,1970,,Office (1),,,,,,,"5,896 sqft",,
19051714,"27,997 sqft",,Commercial and office space,,2010,,Commercial (1),,,,,,,288 sqft,Medical / Professional,
19071870,,,Commercial only,,1974,,Commercial (1),,,,,,,"2,487 sqft",,
19072936,"7,677 sqft",,Commercial and office space,,1966,,Commercial (1),,,,,"6,840 sqft",,"6,840 sqft",,
19096872,,,Commercial and office space,,,,Office (1),,,,,,,"1,300 sqft",,
19100410,,,Commercial and office space,,2008,,Office (1),,,,,,,"1,764 sqft",,
19106280,"63,434 sqft",,Commercial and residential,,"2017, New",,"Commercial (3), Office (1)",,,,,"10,469 sqft",,"From 1,863 sqft to 10,469 sqft",,
19113946,,,Offices only,,,,Office (1),,,,,"1,570 sqft",,"1,570 sqft",,
19124640,"10,594 sqft",,Commercial and office space,,,,Office (1),,,,,"1,706 sqft",,275 sqft,,
19129142,,,Commercial only,,,,Commercial (1),,,,,400 sqft,,400 sqft,,
19137166,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"1,100 sqft","Arts and Crafts, Jewellery store, Fitness centre, Accounting, Cabinet making, Shoe repair shop, Computing equipment, Arts and Crafts supplies, Bookstore, Reception hall, Tanning salon, Beauty salon, Auction services, Photo studio, Caterer, Variety store",
19144170,,,Offices only,,,,Office (1),,,,,,,"5,000 sqft",Office,
19164829,,,Commercial and residential,,,,Commercial (1),,,,,,,700 sqft,,
19168648,,,Commercial only,,1915,,Commercial (5),,,,,,,"From 750 sqft to 5,400 sqft",,
19169413,,,Offices only,,,,Office (1),,,,,,,140 sqft,,
19173971,,,Commercial only,,"To be built, New",,Commercial (1),,,,,,,"6,431 sqft",,
19184977,,,Commercial and office space,,1978,,Commercial (1),,,,,"2,500 sqft",,"2,500 sqft",Shopping centre,
19192838,"43,066 sqft",,Commercial and industrial,,"To be built, New",,Commercial (1),,,,,"8,260 sqft",,"3,654 sqft",,
19193707,,,Commercial and office space,,,,Office (1),,,,,,,"1,800 sqft",,
19202111,,,Commercial only,,,,Commercial (1),,,,,,,"1,400 sqft",,
19217959,,,Offices only,,2017,,Office (1),,,,,,,71 sqft,,
19225411,,,Offices only,,,,Office (1),,,,,,,158 sqft,,
19230895,,,Commercial and office space,,1900,,Commercial (1),,,,,,,"1,800 sqft",,
19232602,,,Offices only,,,,Commercial (1),,,,,,,"2,000 sqft",Other,
19239756,,,Commercial and residential,,,,Commercial (1),,,,,,,429 sqft,,
19257798,"15,940 sqft",,Commercial and office space,,1960,,Office (1),,,,,80 sqft,,80 sqft,,
19260053,,,Commercial and office space,,1980,,Commercial (1),,,,,,,"1,251 sqft",,
19260084,,,Offices only,,,,Office (1),,,,,240 sqft,,240 sqft,,
19269172,,,Commercial and industrial,,1962,,Industrial (1),,,,,,,"10,000 sqft",,
19279766,,,Commercial and office space,,,,Commercial (1),,,,,800 sqft,,800 sqft,,
19291668,,,Commercial and industrial,,,,Commercial (1),,,,,"3,120 sqft",,"3,120 sqft",,
19297484,,,Commercial and office space,,,,Commercial (1),,,,,,,"2,000 sqft",,
19304774,"3,855 sqft",,Commercial only,,1900,,Commercial (1),,,,,,,585 sqft,Restaurant,
19311966,,,Commercial and office space,,,,Office (1),,,,,"3,100 sqft",,"1,600 sqft",,
19327454,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,095 sqft",,
19328591,"80,191 sqft",,Commercial and office space,,1989,,Office (3),,,,,"18,242 sqft",,From 100 sqft to 320 sqft,,
19333001,,,Commercial and office space,,1975,,Commercial (1),,,,,"4,700 sqft",,"4,700 sqft",,
19341475,,,Offices only,,,,Office (1),,,,,,,118 sqft,,
19345250,,,Industrial only,,,,Industrial (1),,,,,,,"34,096 sqft",,
19350826,,,Commercial and residential,,,,Commercial (1),,,,,,,"1,378 sqft",Coffee/Donuts,
19351562,,,Commercial only,,,,Commercial (1),,,,,,,"4,018 sqft",,
19353233,,,Commercial and office space,,,,Commercial (1),,,,,,,"3,000 sqft",,
19355514,,,Offices only,,,,Office (1),,,,,,,290 sqft,,
19369513,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"2,976 sqft",,
19369595,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,145 sqft",retail,
19375079,,,Commercial and office space,,Unknown age,,Office (1),,,,,,,"2,676 sqft",,
19378682,,,Commercial and office space,,,,Commercial (1),,,,,,,"1,200 sqft",,
19408088,,,Commercial only,,,,Commercial (1),,,,,,,"1,997 sqft",,
19419045,,,Commercial only,,"To be built, New",,Office (1),,,,,,,"4,262 sqft",Other,
19429837,"9,843 sqft",,Commercial and office space,,,,Commercial (1),,,,,,,"4,000 sqft",,
19431089,,,Commercial and office space,,1965,,Office (1),,,,,,,"1,135 sqft",,
19436383,,,Commercial and office space,,1928,,Commercial (1),,,,,761 sqft,,761 sqft,,
19440165,,,Commercial and office space,,Unknown age,,Commercial (1),,,,,,,"3,500 sqft",,
