0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool,Type of operation,Residential unit,Intergenerational
23550281,"57,581 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
23550898,"2,016 sqft", ,Residential only,Semi-detached,1965, ,Residential (4),"1 x 4 ½,  3 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$33,120", ,"1,176 sqft","Driveway (1), Garage (1)", , , , , , 
23551778,"5,000 sqft", ,Commercial and residential, ,1962, ,"Residential (1), Commercial (3)", , , , ,"1,228 sqft", ,"From 1 sqft to 1,748 sqft", , , , , 
23554155,"23,673 sqft", ,Residential and commercial,Detached,Unknown age, ,"Residential (11), Commercial (5)",11 x Other, ,"$176,076","Basement 6 feet or +, Adapted for reduced mobility", ,"Driveway (30), Garage (4)", , , , , , 
23555088,"43,398 sqft",Residential, , , , , , , , , , , , , , , , , 
23556351,"7,778,167 sqft", , , ,1971,Wood stove, , , , , , ,"Driveway (6), Garage (2)", , , , , , 
23557124,"5,252 sqft", ,Residential only,Detached,1958, ,Residential (2),"1 x 4 ½,  1 x 6 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$23,640",Basement 6 feet or +, ,Driveway (2), , , , , , 
23557673,"89,803 sqft",Commercial, , , , , , , , , , , , , , , , , 
23557681,"7,135 sqft", ,Residential and commercial,Attached,1900, ,"Residential (5), Commercial (3)","2 x 1 ½,  1 x 2 ½,  1 x 4 ½,  1 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$68,640",Basement 6 feet or +, , ,"From 475 sqft to 1,935 sqft", , , , , 
23557887,"37,809 sqft",Residential, , , , , , , , , , , , , , , , , 
23561662,"42,820,775 sqft",Other, , , , , , , , , , , , , , , , , 
23561883,"50,687 sqft",Residential, , , , , , , , , , , , , , , , , 
23562164,"20,497 sqft",Residential, , , , , , , , , , , , , , , , , 
23563964,"12,500 sqft",Residential, , , , , , , , , , , , , , , , , 
23563979,"231,853 sqft", , , ,1996,Gas stove, , , , ,Basement 6 feet or +, ,"Driveway (10), Garage (1)", , , , , , 
23566462,"986,729 sqft",Residential, , , , , , , , , , , , , , , , , 
23567121,"8,230,788 sqft",Residential, , , , , , , , , , , , , , , , , 
23568771,"59,317 sqft",Residential, , , , , , , , , , , , , , , , , 
23571011,"3,595 sqft", ,Residential only,Detached,2003, ,Residential (3),"1 x 3 ½,  2 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$19,680", , ,"Driveway (1), Garage (1)", , , , , , 
23572044,"1,680,128 sqft", , , ,1963, , , , , ,Basement 6 feet or +, , , , , , , , 
23573223,"7,800 sqft", ,Residential only,Detached,2005, ,Residential (2),"1 x 5 ½,  1 x Other","11 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$30,600",Basement 6 feet or +, ,Driveway (4), , , , , , 
23573567,"53,820 sqft", ,Industrial and offices, ,Unknown age, ,Industrial (1), , , , ,"1,328 sqft", ,"1,328 sqft",Other, , , , 
23575255,"19,719 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
23576050,"4,500 sqft", ,Residential only,Detached,1949, ,Residential (3),"1 x 4 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$15,600", ,952 sqft,"Driveway (3), Garage (1)", , , , , , 
23576328,"20,035 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
23576934,"32,350 sqft",Residential, , , , , , , , , , , , , , , , , 
23578142,"6,750 sqft", ,Residential only,Detached,1915, ,Residential (3),"2 x 3 ½,  1 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$15,660", , ,Driveway (6), , , , , , 
23578268,"3,510 sqft", ,Residential and commercial,Detached,1965, ,"Residential (3), Commercial (1)",3 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$30,900",Basement 6 feet or +, ,Driveway (6),"3,510 sqft", , , , , 
23582073,"86,112 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
23582123,"2,244 sqft", ,Residential only,Semi-detached,1955, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,600",Basement 6 feet or +, ,"Driveway (1), Garage (2)", , , , , , 
23590728,"100,566 sqft","Agricultural, Other, Commercial, Residential", , , , , , , , , , , , , , , , , 
23591186, , ,Residential only,Detached,Unknown age, ,Residential (3),3 x 6 ½,"6 Rooms, 2 Bedrooms, 1 Bath/powder room","$21,838", , ,Driveway (2), , , , , , 
23591193,"5,834 sqft",Residential, , , , , , , , , , , , , , , , , 
23591389,"62,784 sqft",Residential, , , , , , , , , , , , , , , , , 
23593637,"9,716 sqft", ,Residential only,Detached,1979,Fireplace - Other,Residential (2),"1 x 4 ½,  1 x 9 ½","9 Rooms, 3 Bedrooms, 1 Bath/powder room","$18,000",Basement 6 feet or +,"1,254 sqft",Driveway (6), , , , , , 
23593758,"9,003 sqft", ,Residential only,Detached,1953, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$41,040",Basement 6 feet or +,"1,596 sqft",Driveway (6), , , , , , 
23593932,"33,203 sqft", ,Residential only,Detached,1980, ,Residential (2),2 x 6 ½,"6 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,360", , ,Driveway (10), , , , , , 
23594012,"4,068 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),2 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$16,200", ,"1,552 sqft",Driveway (6), , , , , , 
23594835,"242,070 sqft",Residential, , , , , , , , , , , , , , , , , 
23601489,"53,820 sqft",Residential, , , , , , , , , , , , , , , , , 
23605617,"8,881 sqft",Residential, , , , , , , , , , , , , , , , , 
23605935, , , , ,2004,Wood stove, , , , ,Basement 6 feet or +, ,"Driveway (4), Garage (2)", , ,Above-ground, , , 
23606817,"215,278 sqft", , , ,2016, , , , , , , , , , , , , , 
23607650,"118,640 sqft",Residential, , , , , , , , , , , , , , , , , 
23610376, , , , , , , , , , , , , , ,Convenience store, , , , 
23610721,"236,806 sqft", , , ,Unknown age,Stove - Other, , , , ,Basement 6 feet or +, ,"Driveway (10), Garage (2)", , , , , , 
23611747,"20,320 sqft",Residential, , , , , , , , , , , , , , , , , 
23612401,"61,530 sqft",Residential, , , , , , , , , , , , , , , , , 
23612536,"5,980 sqft", ,Residential only,Detached,1989, ,Residential (3),3 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$30,180", , ,Driveway (6), , , , , , 
23612665,"6,405 sqft",Residential, , , , , , , , , , , , , , , , , 
23612731,"65,000 sqft",Residential, , , , , , , , , , , , , , , , , 
23612734,"14,963 sqft", , , ,1957, ,"Residential (1), Commercial (1)", , , , , , ,"6,800 sqft", , , , , 
23614889,"35,373 sqft", ,Commercial and office space, ,1971, ,Commercial (2), , , , ,"24,310 sqft", ,"From 11,907 sqft to 24,310 sqft", , , , , 
23615497,"2,207 sqft", ,Residential only,Attached,1929, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$10,800", , , , , , , , , 
23616082,"9,099 sqft", ,Residential only,Detached,1950, ,Residential (2),2 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$10,200",Basement 6 feet or +,718 sqft,"Driveway (4), Garage (1)", , , , , , 
23616396,"43,065 sqft",Residential, , , , , , , , , , , , , , , , , 
23616930,"2,435 sqft", ,Residential only,Semi-detached,1964, ,Residential (6),"1 x 2 ½,  1 x 3 ½,  4 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$43,320",Basement 6 feet or +,"1,549 sqft", , , , , , , 
23617362,"19,367 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 5 ½,  1 x 7 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$19,200", , , , , , , , , 
23617951,"85,506 sqft",Residential, , , , , , , , , , , , , , , , , 
23621740,"8,326 sqft", ,Residential only,Semi-detached,2011,Gas fireplace,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$36,600",Basement 6 feet or +, ,Driveway (6), , , , , , 
23623278,"43,206 sqft",Residential, , , , , , , , , , , , , , , , , 
23624252,"4,410 sqft",Residential, , , , , , , , , , , , , , , , , 
23625490,"1,530 sqft", ,Residential and commercial,Semi-detached,1913, ,"Residential (2), Commercial (1)",2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$89,028", , , ,"1,485 sqft", , , , , 
23626439,"63,742 sqft",Residential, , , , , , , , , , , , , , , , , 
23629388,"25,351 sqft",Residential, , , , , , , , , , , , , , , , , 
23631060,"92,609 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
23631375,"12,536 sqft", ,Residential only,Detached,1920,Gas stove,Residential (3),"2 x 4 ½,  1 x 7 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$23,340", , , , , , , , , 
23632928,"2,972 sqft", ,Commercial only, ,1900, ,Commercial (2), , , , ,"2,390 sqft", ,"From 936 sqft to 3,236 sqft",Coffee/Donuts, , , , 
23633021,"900,000 sqft",Residential, , , , , , , , , , , , , , , , , 
23633393,"119,997 sqft",Residential, , , , , , , , , , , , , , , , , 
23633571,"48,959 sqft", ,Residential only,Attached,Unknown age,Wood fireplace,Residential (5),5 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$27,000", , ,Driveway (20), , , , , , 
23633725, , , , , , , , , , , , , , ,Painting/Wallpaper, , , , 
23634945, , , , , , , , , , , , , , ,Convenience store, , , , 
23635249,"3,864 sqft", ,Residential only,Semi-detached,1927, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$27,036", , , , , , , , , 
23639454,"45,000 sqft",Residential, , , , , , , , , , , , , , , , , 
23640190,"46,502 sqft",Residential, , , , , , , , , , , , , , , , , 
23641124,"2,700 sqft", ,Residential and commercial,Semi-detached,1964, ,Commercial (3), , ,"$24,000", ,"1,078 sqft", ,"From 1,000 sqft to 3,700 sqft", , , , , 
23642621,"173,000 sqft",Commercial, , , , , , , , , , , , , , , , , 
23644281,"8,656 sqft", ,Residential only,Detached,1980, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$29,760", , ,Driveway (12), , , , , , 
23646308,"4,824 sqft", ,Commercial and residential, ,1940, ,Commercial (1), , , , ,871 sqft, ,"4,826 sqft",Inn, , , , 
23647373,"2,296 sqft", ,Residential only,Attached,1956, ,Residential (4),"2 x 3 ½,  2 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$24,300",Basement 6 feet or +, , , , , , , , 
23648021,"16,355,200 sqft","Other, Resort", , , , , , , , , , , , , , , , , 
23651434,"24,025 sqft", ,Residential and commercial,Detached,1976, ,"Residential (2), Commercial (1)","1 x 4 ½,  1 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$34,776",Basement 6 feet or +, , ,"2,500 sqft", , , , , 
23651795,"913,000 sqft", , , ,1984,Wood stove, , , , ,Basement 6 feet or +, , , , ,Above-ground, , , 
23651865,"17,083 sqft",Residential, , , , , , , , , , , , , , , , , 
23653108,"290,625 sqft",Residential, , , , , , , , , , , , , , , , , 
23654000,"32,173 sqft", ,Commercial and office space, ,1981, ,Commercial (2), , , , , , ,"From 2,500 sqft to 8,379 sqft", , , , , 
23654837,"1,023,660 sqft", , , ,1977,"Fireplace - Other, Wood fireplace", , , , ,Basement 6 feet or +, ,"Carport (1), Garage (2)", , , , , , 
23655892,"21,400 sqft",Residential, , , , , , , , , , , , , , , , , 
23658018,"6,075 sqft", ,Residential only,Detached,1968, ,Residential (2),"1 x 4 ½,  1 x 7 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$6,000",Basement 6 feet or +, ,Driveway (4), , , , , , 
23658746,"78,038 sqft", ,Commercial only, ,1992, ,Commercial (1), , , , , , ,"78,038 sqft",Motel, , , , 
23659312,"203,515 sqft", , , ,"Unknown age, Century","Wood stove, Stove - Other", , , , ,Basement 6 feet or +, ,"Driveway (4), Garage (1)", , , , , , 
23659883,"9,119 sqft", ,Residential only,Detached,"1875, Century", ,Residential (7),"3 x 3 ½,  4 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$27,264", , , , , , , , , 
23660560,"321,485 sqft",Residential, , , , , , , , , , , , , , , , , 
23662346,"8,827 sqft", ,Residential only,Detached,Unknown age, ,Residential (6),"1 x 2 ½,  3 x 4 ½,  1 x 6 ½,  1 x 7 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$35,040", , ,Driveway (7), , , , , , 
23663070,"11,800 sqft", ,Residential only,Detached,1960, ,Residential (3),"1 x 2 ½,  1 x 4 ½,  1 x 5 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$15,000", ,"1,551 sqft", , , , , , , 
23666216,"14,480 sqft", ,Commercial and residential, ,1954, ,"Residential (1), Warehouse (1)", , , , ,"6,064 sqft", ,"6,064 sqft", , , , , 
23666402,"32,791 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
23667236,"10,944 sqft", ,Residential only,Detached,1991, ,Residential (4),4 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$34,260", ,"2,421 sqft",Driveway (8), , , , , , 
23667562,"16,038 sqft", ,Seniors' residence,Detached,"1875, Century", ,Residential (13),"1 x 3 ½,  1 x 5 ½", ,"$222,600",Basement 6 feet or +,"4,158 sqft",Driveway (9), , , , , , 
23669531,"97,283 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
23669972,"2,221,560 sqft",Residential, , , , , , , , , , , , , , , , , 
23670588, , , , , , , , , , , , , , ,Restaurant, , , , 
23670908,"116,470 sqft",Residential, , , , , , , , , , , , , , , , , 
23672720,"37,301 sqft", ,Commercial only, ,1927, ,Commercial (2), , , , , , ,"From 15,390 sqft to 42,725 sqft", , , , , 
23675174,"27,720 sqft", ,Commercial and industrial, ,1951, ,Commercial (5), , , , ,"19,375 sqft", ,"From 3,528 sqft to 36,276 sqft", , , , , 
23677068,"13,059 sqft", ,Residential only,Detached,1955, ,Residential (2),"1 x 3 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$10,680",Basement 6 feet or +, ,Driveway (4), , , , , , 
23678459,"28,529 sqft",Residential, , , , , , , , , , , , , , , , , 
23678743,"2,354,065 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23678744,"20,000 sqft", ,Commercial and industrial, ,2003, ,Industrial (1), , , , ,"2,464 sqft", ,1 sqft,Garage, , , , 
23679189, , , , , , , , , , , , , , ,Restaurant, , , , 
23680959,"7,000 sqft", ,Residential only,Detached,1978,Wood fireplace,Residential (3),"2 x 3 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$22,440", , ,Driveway (6), , , , , , 
23684020,"8,826 sqft",Residential, , , , , , , , , , , , , , , , , 
23685151, , , , , , , , , , , , , , ,Restaurant, , , , 
23686086,"131,090 sqft",Residential, , , , , , , , , , , , , , , , , 
23686896,"6,369 sqft",Residential, , , , , , , , , , , , , , , , , 
23688528,"100,437 sqft",Residential, , , , , , , , , , , , , , , , , 
23691083,"2,093 sqft", ,Residential only,Detached,1956, ,Residential (6),6 x 3 ½,"3 Rooms, 1 Bedroom, 1 Bath/powder room","$52,104", , , , , , , , , 
23692025,"9,784 sqft", ,Residential only,Detached,2012, ,Residential (6),6 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$52,140", , ,"Driveway (4), Garage (6)", , , , , , 
23692901,"13,103 sqft", ,Commercial and residential, ,1937, ,"Residential (1), Commercial (2)", , , , ,"2,643 sqft", ,"From 925 sqft to 2,425 sqft",Restaurant, , , , 
23693282, , , , , , , , , , , , , , ,Construction Spécialisé Isolation, , , , 
23694177, , , , , , , , , , , , , , ,Other, , , , 
23696063,"2,258,062 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23696500, , ,Residential only,Detached,2010, ,Residential (8),"3 x 4 ½,  5 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$64,980", , , , , , , , , 
23697116,"37,461,600 sqft", , , ,Unknown age, , , , , , , , , , , , , , 
23698459,"3,443,563 sqft", , , ,Unknown age, , , , , , , , , , , , , , 
23703053,"70,536 sqft",Residential, , , , , , , , , , , , , , , , , 
23707026,"4,115 sqft", ,Residential only,Semi-detached,1947, ,Residential (2),"1 x 4 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$6,120",Basement 6 feet or +,900 sqft,Driveway (3), , , , , , 
23708098,"9,000 sqft", ,Commercial and industrial, ,1993, ,Industrial (1), , , , ,"2,500 sqft", ,"2,500 sqft",Electrical supplies, , , , 
23710492,"5,000 sqft", ,Residential only,Detached,1946, ,Residential (2),"1 x 5 ½,  1 x 6 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,900", ,856 sqft,Driveway (8), , , , , , 
23710678,"75,415 sqft",Residential, , , , , , , , , , , , , , , , , 
23710819,"2,700 sqft", ,Residential only,Detached,1920, ,Residential (2),2 x 5 ½,"5 Rooms, 2 Bedrooms, 1 Bath/powder room","$9,000", ,900 sqft,Driveway (2), , , , , , 
23711753,"411,636 sqft",Residential, , , , , , , , , , , , , , , , , 
23712581,"3,329 sqft", ,Residential only,Detached,1946, ,Residential (2),2 x 6 ½,"6 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,600",Basement 6 feet or +,800 sqft,Driveway (2), , , , , , 
23717636,"1,309 sqft", ,Residential only,Detached,1955, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$10,380", , ,Driveway (1), , , , , , 
23719477,"43,056 sqft",Resort, , , , , , , , , , , , , , , , , 
23722136,"747,054 sqft",Residential, , , , , , , , , , , , , , , , , 
23724591,"67,594 sqft",Residential, , , , , , , , , , , , , , , , , 
23726102,"1,064 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x Other","4 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$13,800",Basement 6 feet or +, ,"Carport (1), Driveway (5), Garage (2)", , ,Inground, , , 
23727880,"178,419 sqft",Residential, , , , , , , , , , , , , , , , , 
23729289,"38,037 sqft",Residential, , , , , , , , , , , , , , , , , 
23729569,"3,792 sqft", ,Residential only,Semi-detached,1968, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$33,840",Basement 6 feet or +, ,"Driveway (2), Garage (1)", , , , , , 
23730638,"2,275 sqft", ,Residential and commercial,Attached,1875, ,"Residential (2), Commercial (1)","1 x 3 ½,  1 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$86,400", , , ,"3,300 sqft", , , , , 
23730885,"3,705 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (1), Commercial (1), Warehouse (1)", , , , ,"1,033 sqft", ,"From 300 sqft to 1,332 sqft",Laundromat, , , , 
23730931,"2,943 sqft", ,Residential only,Semi-detached,1951, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$23,760",Basement 6 feet or +, ,"Driveway (1), Garage (1)", , , , , , 
23732172,"45,000 sqft",Residential, , , , , , , , , , , , , , , , , 
23735858,"32,292 sqft",Residential, , , , , , , , , , , , , , , , , 
23737199,"130,680 sqft", , , ,1977, , , , , , , ,Driveway (4), , , , , , 
23738577,"21,676 sqft",Residential, , , , , , , , , , , , , , , , , 
23738704,"3,945 sqft", ,Residential only,Semi-detached,1969, ,Residential (2),"1 x 5 ½, 1 x 10 ½","10 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$9,000",Basement 6 feet or +, , , , , , , , 
23738749,"140,748 sqft",Commercial, , , , , , , , , , , , , , , , , 
23740793, , ,Offices only, ,1976, ,Commercial (1), , , , ,"3,440 sqft", ,"3,440 sqft", , , , , 
23741190,"6,462 sqft", ,Residential only,Detached,1944, ,Residential (3),"1 x 3 ½,  1 x 4 ½,  1 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$15,960",Basement 6 feet or +,985 sqft,Garage (2), , , , , , 
23741499,"11,776 sqft",Residential, , , , , , , , , , , , , , , , , 
23741745,"4,050 sqft", ,Residential only,Detached,1919, ,Residential (3),"1 x 3 ½,  1 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$24,540",Basement 6 feet or +, ,Driveway (3), , , , , , 
23742119,"62,643 sqft",Residential, , , , , , , , , , , , , , , , , 
23742512,"34,348 sqft",Resort, , , , , , , , , , , , , , , , , 
23742889,"4,356,000 sqft", , , ,Unknown age,Wood stove, , , , , , ,"Driveway (2), Garage (1)", , , , , , 
23743510, , ,Commercial and office space, ,2017, ,Commercial (1), , , , , , ,"1,290 sqft", , , , , 
23744460,"67,543 sqft",Residential, , , , , , , , , , , , , , , , , 
23745863,"748,490 sqft","Commercial, Industrial, Residential", , , , , , , , , , , , , , , , , 
23746190, , , , , , , , , , , , , , ,Gift shop, , , , 
23750512,"1,313,397 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23751496,"11,106 sqft", ,Residential only,Detached,2013, ,Residential (5),5 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$61,200", , ,"Driveway (5), Garage (5)", , , , , , 
23751550, , , , , , , , , , , , , , ,Massotherapy, , , , 
23752755,"12,079,188 sqft",Residential, , , , , , , , , , , , , , , , , 
23752784,"6,850 sqft",Residential, , , , , , , , , , , , , , , , , 
23757192, , ,Residential only,Detached,1940, ,Residential (3),3 x 5 ½,"5 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,600", , , , , , , , , 
23759929,"176,012 sqft", , , ,2012, , , , , , , , , , , , , , 
23762542,"2,052 sqft", ,Residential only,Attached,1962, ,Residential (3),"1 x 4 ½,  2 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$29,160",Basement 6 feet or +,"2,115 sqft","Driveway (1), Garage (1)", , , , , , 
23762719,"10,645 sqft", ,Residential only,Detached,1991, ,Residential (3),3 x 7 ½,"7 Rooms, 3 Bedrooms, 1 Bath/powder room","$28,740", , ,Driveway (3), , , , , , 
23762983,"11,184,030 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23765467,"19,746 sqft",Residential, , , , , , , , , , , , , , , , , 
23768142,"68,501 sqft",Residential, , , , , , , , , , , , , , , , , 
23768202,"111,652 sqft",Residential, , , , , , , , , , , , , , , , , 
23768316,"128,578 sqft",Residential, , , , , , , , , , , , , , , , , 
23771693,"9,000 sqft", ,Residential only,Detached,1973, ,Residential (8),"1 x 3 ½,  7 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$50,892", ,"1,847 sqft",Driveway (9), , , , , , 
23777287,"5,462 sqft", ,Residential only,Semi-detached,2005, ,Residential (12),"3 x 3 ½,  6 x 4 ½,  3 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$142,140", , , , , , , , , 
23777674,"4,800 sqft", ,Residential only,Detached,1955, ,Residential (4),"1 x 2 ½,  1 x 3 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$31,800",Basement 6 feet or +, ,"Driveway (3), Garage (1)", , , , , , 
23777969,"46,339 sqft",Residential, , , , , , , , , , , , , , , , , 
23782613, , ,Residential only,Detached,Unknown age, ,Residential (4),"1 x 1 ½,  1 x 4 ½,  2 x 5 ½","1 Room, 1 Bath/powder room","$28,500", , , , , , , , , 
23784034,"2,465,945 sqft",Residential, , , , , , , , , , , , , , , , , 
23787602,"74,077 sqft",Residential, , , , , , , , , , , , , , , , , 
23787775,"4,153 sqft", ,Residential only,Detached,1972, ,Residential (5),"1 x 3 ½,  3 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$38,760", ,"1,925 sqft","Driveway (2), Garage (4)", , , , , , 
23787948,"232,328 sqft",Resort, , , , , , , , , , , , , , , , , 
23789095,"3,564 sqft", ,Residential only,Semi-detached,1982,Wood fireplace,Residential (3),"1 x 3 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$37,860",Basement 6 feet or +,"1,376 sqft",Garage (2), , , , , , 
23792322,"441,521 sqft",Residential, , , , , , , , , , , , , , , , , 
23793877,"5,835 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 7 ½,  1 x Other","11 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$18,720",Basement 6 feet or +, ,"Driveway (6), Garage (2)", , , , , , 
23793938,"85,559 sqft", , , ,2012, , , , , ,Basement 6 feet or +, ,"Driveway (12), Garage (2)", , ,Above-ground, , , 
23795166,"41,133 sqft",Residential, , , , , , , , , , , , , , , , , 
23795223,"41,699 sqft",Residential, , , , , , , , , , , , , , , , , 
23799131,"10,776 sqft", ,Residential only,Detached,1967, ,Residential (8),"1 x 2 ½,  4 x 3 ½,  3 x 5 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$66,240",Basement 6 feet or +, ,Driveway (6), , , , , , 
23799367,"43,810 sqft",Residential, , , , , , , , , , , , , , , , , 
23800511,"6,956,532 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23801660,"3,567,813 sqft",Agricultural, , , , , , , , , , , , , , , , , 
23803251,"5,448 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$9,900",Basement 6 feet or +,780 sqft,Driveway (4), , , , , , 
23804669,"10,348 sqft",Residential, , , , , , , , , , , , , , , , , 
23804711,"105,354 sqft",Commercial, , , , , , , , , , , , , , , , , 
23805269, , ,Commercial and office space,Detached,1917, ,Commercial (2), , ,"$48,360", , , ,"From 4,400 sqft to 8,800 sqft", , , , , 
23809268,"157,425 sqft",Residential, , , , , , , , , , , , , , , , , 
23809764,"5,426 sqft", ,Commercial and office space,Detached,1975, ,Commercial (1), , ,"$794,514", , , ,"2,000 sqft", , , , , 
23809861,"47,320 sqft",Residential, , , , , , , , , , , , , , , , , 
23811057,"280,172 sqft",Commercial, , , , , , , , , , , , , , , , , 
23811445, , ,Residential only,Detached,2016,Gas fireplace,Residential (3),3 x 7 ½,"7 Rooms, 2 Bedrooms, 1 Bath/powder room","$39,360", , ,Driveway (6), , , , , , 
23813444,"7,054 sqft", ,Residential only,Detached,1926, ,Residential (8),"4 x 2 ½,  1 x 3 ½,  3 x 4 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$49,032", ,"1,307 sqft", , , , , , , 
23814750,"4,225 sqft", ,Residential only,Semi-detached,1991, ,Residential (2),"1 x 4 ½,  1 x 8 ½","8 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$20,700",Basement 6 feet or +, , , , , , , , 
23816988,"123,762 sqft",Residential, , , , , , , , , , , , , , , , , 
23823034,"5,151 sqft", ,Residential only,Detached,2003,Wood fireplace,Residential (2),"1 x 5 ½,  1 x Other","12 Rooms, 5 Bedrooms, 2 Bath/powder rooms","$28,500",Basement 6 feet or +,975 sqft,Driveway (5), , ,"Heated, Above-ground", , , 
23823668,"6,000 sqft",Residential, , , , , , , , , , , , , , , , , 
