0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
mls_number,Lot area,Zoning,Use of property,Building style,Year built,Fireplace/Stove,Number of units,Residential units,Main unit,Potential gross revenue,Additional features,Building area,Parking,Available area,Type of business,Pool,Type of operation,Residential unit,Intergenerational
11962738,"41,516 sqft",Residential, , , , , , , , , , , , , , , , , 
11962901,"8,747,880 sqft","Agricultural, Other, Resort", , , , , , , , , , , , , , , , , 
11969360,"274,273 sqft",Industrial, , , , , , , , , , , , , , , , , 
11972494,"7,878 sqft", ,Residential only,Detached,Unknown age, ,Residential (4),"2 x 6 ½,  2 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$16,800",Basement 6 feet or +,"2,101 sqft",Driveway (6), , , , , , 
11972712,"13,315 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (1), Commercial (1)", , , , ,"3,420 sqft", ,"3,420 sqft",Bar, , , , 
11973474,"183,524 sqft","Agricultural, Commercial", , , , , , , , , , , , , , , , , 
11973927,"6,406 sqft", ,Residential only,Detached,1968, ,Residential (8),8 x 4 ½, ,"$66,528", , ,Driveway (8), , , , , , 
11974505,"20,787 sqft",Residential, , , , , , , , , , , , , , , , , 
11975070, , ,Residential only,Semi-detached,1987,Wood fireplace,Residential (2),"1 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$60,000", , ,"Driveway (1), Garage (2)", , , , , , 
11975241,"50,778 sqft",Residential, , , , , , , , , , , , , , , , , 
11976507,"126,659 sqft",Residential, , , , , , , , , , , , , , , , , 
11977960,"3,355 sqft", ,Residential only,Detached,"1943, Being converted", ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,720", , ,Driveway (2), , , , , , 
11979923,"13,573 sqft", ,Commercial and residential, ,1975, ,"Residential (2), Office (2)", , , , ,"2,490 sqft", ,"From 700 sqft to 1,550 sqft", , , , , 
11981064, , ,Residential only,Detached,1963, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$18,900",Basement 6 feet or +, , , , , , , , 
11983603,"55,000 sqft", ,Commercial only, ,2005, ,Commercial (1), , , , , , ,"55,000 sqft",Greenhouse, , , , 
11990081,"5,000 sqft", ,Residential only,Detached,1954, ,Residential (4),"1 x 4 ½,  3 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$28,500", ,"1,482 sqft", , , , , , , 
11991371,"6,932 sqft",Residential, , , , , , , , , , , , , , , , , 
11992551,"28,403 sqft", ,Commercial and residential, ,"1900, Historic", ,"Residential (4), Commercial (4)", , , , , , ,"From 5,636 sqft to 39,943 sqft", , , , , 
11993165,"2,672 sqft",Residential, , , , , , , , , , , , , , , , , 
11994815,"9,118 sqft", ,Residential only,Detached,1988, ,Residential (4),"2 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$30,120", , ,Driveway (8), , , , , , 
11995035,"290,270 sqft",Residential, , , , , , , , , , , , , , , , , 
11996062,"391,806 sqft",Residential, , , , , , , , , , , , , , , , , 
11998693,446 sqft, ,Residential only,Detached,1963, ,Residential (14),"7 x 2 ½,  1 x 3 ½,  4 x 4 ½,  2 x 5 ½", ,"$84,780", , , , , , , , , 
11999384,"3,654 sqft", ,Residential only,Detached,1950, ,Residential (3),"2 x 3 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$32,700",Basement 6 feet or +,"1,260 sqft","Driveway (2), Garage (1)", , , , , , 
12001446,"5,343 sqft", ,Residential only,Detached,1940, ,Residential (2),"1 x 6 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$12,900", , , , , , , , , 
12002131, , ,Residential only,Detached,2017, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$22,800", , , , , , , , , 
12003860,"22,645 sqft",Residential, , , , , , , , , , , , , , , , , 
12006109,"18,541 sqft",Residential, , , , , , , , , , , , , , , , , 
12006568,"97,197 sqft",Residential, , , , , , , , , , , , , , , , , 
12006807,"2,625 sqft", ,Residential only,Semi-detached,"Unknown age, Century", ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$23,940", , ,Carport (2), , , , , , 
12009343,"180,670 sqft",Residential, , , , , , , , , , , , , , , , , 
12010554,"3,627 sqft", ,Residential only,Semi-detached,1964, ,Residential (2),2 x 5 ½,"5 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$31,200",Basement 6 feet or +, ,"Driveway (2), Garage (2)", , , , , , 
12011025,"213,379 sqft", , , ,Unknown age, , , , , , , , , , , ,Vegetable farm, , 
12011386,"251,240 sqft",Residential, , , , , , , , , , , , , , , , , 
12011816,"2,320 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12011984,"3,374 sqft", ,Residential only,Semi-detached,1975, ,Residential (3),"1 x 3 ½,  1 x 5 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$26,400", ,"1,203 sqft","Driveway (1), Garage (1)", , , , , , 
12013375,"46,205 sqft","Agricultural, Residential", , , , , , , , , , , , , , , , , 
12014609,"98,010 sqft",Residential, , , , , , , , , , , , , , , , , 
12015498, ,Residential, , , , , , , , , , , , , , , , , 
12017416,"112,385 sqft",Resort, , , , , , , , , , , , , , , , , 
12018487,"14,000 sqft", ,Residential only,Detached,1948,Stove - Other,Residential (4),"1 x 2 ½,  3 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$12,600",Basement 6 feet or +,988 sqft,"Driveway (8), Garage (1)", , , , , , 
12022215,"6,000 sqft","Commercial, Industrial", , , , , , , , , , , , , , , , , 
12022571, , , , , , , , , , , , , , ,Garage, , , , 
12023527,"13,254 sqft", ,Residential only,Detached,1915, ,Residential (3),"2 x 4 ½,  1 x 7 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$19,200",Basement 6 feet or +, ,"Driveway (3), Garage (1)", , , , , , 
12024624,"10,010 sqft", ,Residential only,Detached,1959, ,Residential (4),"2 x 2 ½,  1 x 3 ½,  1 x 4 ½","2 Rooms, 1 Bedroom, 1 Bath/powder room","$19,200", , , , , , , , , 
12025126,"5,500 sqft", ,Residential only,Detached,Unknown age, ,Residential (2),"1 x 5 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 1 Bath/powder room","$12,600", ,936 sqft, , , , , , , 
12026444,"5,003 sqft", ,Residential only,Detached,1905, ,Residential (6),"3 x 3 ½,  3 x 4 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$41,604", ,"1,266 sqft", , , , , , , 
12029005,"24,926 sqft",Residential, , , , , , , , , , , , , , , , , 
12031361,"9,840 sqft", ,Residential only,Detached,1941, ,Residential (2),"1 x 4 ½,  1 x 6 ½","6 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$11,040", , ,"Driveway (4), Garage (2)", , , , , , 
12031432, , ,Residential only,Detached,"Under construction, New", ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$66,600", , ,Driveway (12), , , , , , 
12032730, , , , , , , , , , , , , , ,Restaurant, , , , 
12034987,"103,837 sqft",Residential, , , , , , , , , , , , , , , , , 
12035567,"69,223 sqft",Residential, , , , , , , , , , , , , , , , , 
12035921,"9,901 sqft",Commercial, , , , , , , , , , , , , , , , , 
12036100,"35,000 sqft",Commercial, , , , , , , , , , , , , , , , , 
12037052,"8,712 sqft", ,Commercial and residential, ,1950, ,"Residential (1), Commercial (2)", , , , ,"2,390 sqft", ,"From 65 sqft to 1,401 sqft",Other, , , , 
12037123,"12,373 sqft", ,Commercial only, ,1973, ,Commercial (1), , , , , , ,"1,200 sqft",Other, , , , 
12037759,"5,000 sqft", , ,Detached,1951, ,Residential (10), , ,"$94,800",Basement 6 feet or +, , , , , , , , 
12038116,"15,651 sqft",Residential, , , , , , , , , , , , , , , , , 
12038292,"32,292 sqft",Residential, , , , , , , , , , , , , , , , , 
12042499,"109,478 sqft",Residential, , , , , , , , , , , , , , , , , 
12043174,"185,107 sqft",Residential, , , , , , , , , , , , , , , , , 
12046119,"9,035 sqft", ,Residential only,Detached,1952, ,Residential (3),"1 x 2 ½,  1 x 3 ½,  1 x 6 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$14,820", , , , , , , , , 
12046387,"4,626,800 sqft",Other, , , , , , , , , , , , , , , , , 
12046650,"2,519 sqft", ,Residential only,Semi-detached,1957, ,Residential (2),"1 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,900",Basement 6 feet or +, , , , , , , , 
12046960,"5,236 sqft", ,Commercial and residential, ,1954, ,Commercial (1), , , , , , ,490 sqft,Dental Clinic, , , , 
12049149,"7,058 sqft",Residential, , , , , , , , , , , , , , , , , 
12049301,"675,876 sqft",Commercial, , , , , , , , , , , , , , , , , 
12052472,"8,550 sqft", ,Residential only,Semi-detached,1977, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$46,800", , ,Driveway (8), , , , , , 
12053077,"40,000 sqft",Residential, , , , , , , , , , , , , , , , , 
12054027,"12,621 sqft", ,Residential only,Detached,Unknown age, ,Residential (4),4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$26,280",Basement 6 feet or +,"1,870 sqft",Driveway (8), , , , , , 
12054387,"32,966 sqft",Residential, , , , , , , , , , , , , , , , , 
12054426,"1,306,800 sqft",Residential, , , , , , , , , , , , , , , , , 
12057530,"9,600 sqft",Residential, , , , , , , , , , , , , , , , , 
12058724,"4,050 sqft", ,Residential only,Detached,1935, ,Residential (2),2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$13,200", ,812 sqft,"Driveway (3), Garage (2)", , , , , , 
12060090,"8,553 sqft",Residential, , , , , , , , , , , , , , , , , 
12060280,"5,953 sqft", ,Commercial only, ,1985, ,Commercial (2), , , , , , ,"From 700 sqft to 1,600 sqft",Other, , , , 
12061742,"6,112 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12062480,"1,750 sqft", ,Residential only,Detached,1959, ,Residential (3),"1 x 5 ½,  2 x 6 ½","6 Rooms, 3 Bedrooms, 1 Bath/powder room","$24,480",Basement 6 feet or +, ,Driveway (3), , , , , , 
12064505,"63,897 sqft",Commercial, , , , , , , , , , , , , , , , , 
12065258,"9,139,627 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12065780,"4,225,320 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12066566,"5,574 sqft",Residential, , , , , , , , , , , , , , , , , 
12067589,"41,482 sqft",Residential, , , , , , , , , , , , , , , , , 
12067707,"11,625 sqft",Residential, , , , , , , , , , , , , , , , , 
12068226, , , , , , , , , , , , , , ,Other, , , , 
12069249,"55,714 sqft",Residential, , , , , , , , , , , , , , , , , 
12070689,"6,999 sqft", ,Commercial and residential, ,1944, ,Commercial (1), , , , , , ,11 sqft,Other, , , , 
12072869,"8,067,848 sqft",Residential, , , , , , , , , , , , , , , , , 
12075518,"38,599 sqft",Residential, , , , , , , , , , , , , , , , , 
12077771,"17,460,616 sqft",Resort, , , , , , , , , , , , , , , , , 
12079006, , ,Commercial and office space, ,2008, ,Commercial (1), , , , ,534 sqft, ,534 sqft, , , , , 
12079330,"21,748 sqft",Residential, , , , , , , , , , , , , , , , , 
12079558, , ,Residential only,Detached,1990, ,Residential (6),6 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$47,820", , ,Driveway (15), , , , , , 
12080021,"7,386 sqft",Residential, , , , , , , , , , , , , , , , , 
12080214,"98,143 sqft",Residential, , , , , , , , , , , , , , , , , 
12085031,"653,400 sqft",Residential, , , , , , , , , , , , , , , , , 
12086994,"19,724 sqft",Residential, , , , , , , , , , , , , , , , , 
12087900,"2,962,080 sqft", , , ,1982,Wood fireplace, , , , ,Basement 6 feet or +, , , , , ,Foin, , 
12088029,"32,298 sqft",Residential, , , , , , , , , , , , , , , , , 
12088360,"2,250 sqft", ,Residential and commercial,Attached,1947,Gas stove,"Residential (6), Commercial (1)",1 x 2 ½, ,"$71,342",Basement 6 feet or +,"1,875 sqft", , , , , , , 
12089847,"58,993 sqft", ,Commercial and office space,Detached,1987, ,Commercial (21), , ,"$533,802", ,"21,314 sqft", , , , , , , 
12089903,"4,367 sqft", ,Commercial only, ,1970, ,Office (4), , , , ,"3,000 sqft", ,"From 425 sqft to 4,425 sqft",Other, , , , 
12091999,"39,803 sqft",Residential, , , , , , , , , , , , , , , , , 
12093116,"36,113 sqft", ,Residential only,Attached,1985, ,Residential (3),3 x 5 ½,"5 Rooms, 2 Bedrooms, 1 Bath/powder room","$18,480", ,"1,845 sqft",Driveway (12), , , , , , 
12093205,"5,400 sqft", ,Residential only,Detached,1975, ,Residential (2),"1 x 5 ½,  1 x Other","13 Rooms, 5 Bedrooms, 2 Bath/powder rooms","$26,100",Basement 6 feet or +,986 sqft,Driveway (6), , , , , , 
12094999,"5,015 sqft", ,Residential only,Semi-detached,1961, ,Residential (2),2 x 5 ½,"5 Rooms, 3 Bedrooms, 1 Bath/powder room","$26,400", , ,Driveway (4), , , , , , 
12095509,"2,958 sqft", ,Commercial and residential, ,1951, ,"Residential (1), Commercial (1)", , , , , , ,"1,500 sqft",Other, , , , 
12095999,"109,810 sqft",Resort, , , , , , , , , , , , , , , , , 
12096594,"208,515 sqft",Residential, , , , , , , , , , , , , , , , , 
12096822, , , , , , , , , , , , , , ,Fast food, , , , 
12097579,"13,567 sqft", , ,Detached,2002, ,Residential (1), ,"7 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$23,100",Adapted for reduced mobility,"3,008 sqft",Driveway (8), , , , ,1 x 7 ½, 
12103046,"3,000 sqft", ,Residential only,Semi-detached,1966, ,Residential (3),"2 x 3 ½,  1 x 8 ½","8 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$38,568",Basement 6 feet or +,"1,200 sqft","Driveway (1), Garage (1)", , , , , , 
12103256,"10,080 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12103469,"8,272 sqft",Residential, , , , , , , , , , , , , , , , , 
12105487,"12,152 sqft", ,Residential and commercial,Detached,Unknown age, ,"Residential (7), Commercial (1)","1 x 2 ½,  2 x 3 ½,  4 x 4 ½", ,"$53,316",Basement 6 feet or +, ,Driveway (15),"2,000 sqft", , , , , 
12108051,"4,111 sqft", ,Residential only,Semi-detached,Unknown age, ,Residential (3),"2 x 3 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$26,100", , , , , , , , , 
12108994,"31,580 sqft",Residential, , , , , , , , , , , , , , , , , 
12109302,"83,774 sqft", ,Commercial only, ,1953, ,Commercial (1), , , , ,"12,963 sqft", ,"12,963 sqft", , , , , 
12110579,"15,871 sqft", ,Commercial only, ,1985, ,Commercial (1), , , , , , ,1 sqft,Restaurant, , , , 
12111621,"43,820 sqft",Residential, , , , , , , , , , , , , , , , , 
12112007,"4,918 sqft",Residential, , , , , , , , , , , , , , , , , 
12116785,"62,160 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12118383,"55,715 sqft",Residential, , , , , , , , , , , , , , , , , 
12119121,"2,222 sqft", ,Residential only,Semi-detached,Unknown age, ,Residential (4),"1 x 2 ½,  1 x 4 ½,  2 x 5 ½","4 Rooms, 1 Bedroom, 1 Bath/powder room","$18,960",Basement 6 feet or +, , , , , , , , 
12119492,"160,736 sqft",Residential, , , , , , , , , , , , , , , , , 
12119548,"3,841 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (3), Commercial (1)", , , , , , ,"2,940 sqft",Restaurant, , , , 
12122083,"7,330 sqft",Residential, , , , , , , , , , , , , , , , , 
12122949,"161,499 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (5), Commercial (1)", , , , , , ,"161,499 sqft",Inn, , , , 
12124319,"9,957 sqft", ,Commercial and residential, ,Unknown age, ,"Residential (1), Commercial (1)", , , , , , ,700 sqft, , , , , 
12128427,"237,871 sqft",Residential, , , , , , , , , , , , , , , , , 
12128746,"132,893 sqft", , , ,1875, , , , , , , ,"Driveway (6), Garage (1)", , , , , , 
12132192,"3,891 sqft", ,Commercial only, ,Unknown age, ,Commercial (4), , , , , , ,"From 500 sqft to 4,128 sqft","Boutique, Office", , , , 
12132545,"28,300 sqft", ,Commercial only, ,1977, ,Commercial (1), , , , ,"2,280 sqft", ,1 sqft, , , , , 
12132937,"2,250 sqft", ,Residential only,Attached,1900, ,Residential (3),"2 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$29,640", ,"1,050 sqft","Driveway (1), Garage (1)", , , , , , 
12133136,"9,884 sqft",Residential, , , , , , , , , , , , , , , , , 
12133825,"6,900 sqft", ,Residential only,Detached,1927, ,Residential (2),"1 x 4 ½,  1 x 5 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$15,600", , , , , , , , , 
12135337, , ,Offices only, ,1980, ,Office (1), , , , , , ,"1,160 sqft", , , , , 
12135422,"4,500 sqft", ,Residential only,Detached,1935, ,Residential (2),2 x 6 ½,"6 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,940", ,"1,022 sqft",Driveway (8), , , , , , 
12136155,"1,808 sqft", ,Commercial and residential, ,2011, ,Commercial (1), , , , ,"2,000 sqft", ,"4,000 sqft",Motel, , , , 
12136479,"44,000 sqft",Residential, , , , , , , , , , , , , , , , , 
12137345,"34,534 sqft",Residential, , , , , , , , , , , , , , , , , 
12137807,"6,470 sqft",Residential, , , , , , , , , , , , , , , , , 
12138016,"7,742 sqft", ,Residential only,Detached,1950,Wood stove,Residential (2),2 x 5 ½,"5 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$10,104", ,"1,979 sqft",Driveway (3), , , , , , 
12139473,"107,639 sqft",Residential, , , , , , , , , , , , , , , , , 
12139701,"89,619 sqft",Residential, , , , , , , , , , , , , , , , , 
12139956,"16,146 sqft",Residential, , , , , , , , , , , , , , , , , 
12144007,"95,585 sqft",Residential, , , , , , , , , , , , , , , , , 
12144531,"435,600 sqft",Residential, , , , , , , , , , , , , , , , , 
12144851,"49,974 sqft",Residential, , , , , , , , , , , , , , , , , 
12146479,"3,062 sqft", ,Residential only,Detached,1950, ,Residential (4),"1 x 2 ½,  1 x 3 ½,  2 x 4 ½","4 Rooms, 2 Bedrooms, 1 Bath/powder room","$28,740", , , , , , , , , 
12146700,"5,224 sqft", ,Residential only,Detached,1968, ,Residential (3),3 x 7 ½,"7 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$26,508",Basement 6 feet or +, , , , , , , , 
12146988,"78,399 sqft", , , ,1940,Wood fireplace, , , , , , ,"Driveway (40), Garage (4)", , , , , , 
12147969,"32,314 sqft",Residential, , , , , , , , , , , , , , , , , 
12148597,"28,690 sqft","Commercial, Industrial", , , , , , , , , , , , , , , , , 
12148929,"128,658 sqft",Resort, , , , , , , , , , , , , , , , , 
12150902,"28,086 sqft",Residential, , , , , , , , , , , , , , , , , 
12153427,"118,145 sqft",Residential, , , , , , , , , , , , , , , , , 
12156236,"27,276 sqft", ,Residential only,Detached,1960,Wood fireplace,Residential (4),"1 x 3 ½,  2 x 4 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$38,880",Basement 6 feet or +, ,"Driveway (12), Garage (1)", , , , , , 
12156503,"7,000 sqft",Residential, , , , , , , , , , , , , , , , , 
12158687, , ,Residential only,Attached,1962, ,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$25,200",Basement 6 feet or +, ,"Driveway (1), Garage (1)", , ,Above-ground, , , 
12158743,"268,029 sqft", , , ,1974,Wood stove, , , , ,"Waterfront, Non-navigable body of water, Basement 6 feet or +", ,"Driveway (10), Garage (2)", , , , , , 
12159159,"5,000 sqft", ,Residential and commercial,Detached,1945, ,"Residential (2), Commercial (1)",2 x 5 ½,"5 Rooms, 2 Bedrooms, 1 Bath/powder room","$30,000", ,"1,860 sqft", ,"1,370 sqft", , , , , 
12160093,"6,041 sqft", ,Residential only,Detached,2011, ,Residential (3),3 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$27,900", , ,Driveway (6), , , , , , 
12160358,"67,215 sqft",Residential, , , , , , , , , , , , , , , , , 
12160863,"48,400 sqft", ,Residential only,Detached,1948, ,Residential (2),"1 x 4 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 2 Bath/powder rooms","$10,800",Basement 6 feet or +, ,"Driveway (6), Garage (1)", , , , , , 
12162077,"50,016 sqft",Residential, , , , , , , , , , , , , , , , , 
12163032,"5,095 sqft",Residential, , , , , , , , , , , , , , , , , 
12164398,"6,194 sqft",Residential, , , , , , , , , , , , , , , , , 
12165510,"3,751 sqft", ,Residential only,Detached,1920,Wood fireplace,Residential (3),"1 x 3 ½,  1 x 6 ½,  1 x 7 ½","7 Rooms, 3 Bedrooms, 1 Bath/powder room","$38,520",Basement 6 feet or +, , , , , , , , 
12165661,"2,117,016 sqft", , , ,1908,Wood stove, , , , ,Waterfront, ,"Driveway (8), Garage (1)", , , , , , 
12168908,"220,803 sqft",Residential, , , , , , , , , , , , , , , , , 
12170625, , ,Residential only,Detached,1945, ,Residential (2),"1 x 3 ½,  1 x 7 ½","3 Rooms, 1 Bedroom, 1 Bath/powder room","$32,940", , ,Driveway (4), , , , , , 
12171491,"16,899 sqft",Residential, , , , , , , , , , , , , , , , , 
12175267,"9,600 sqft",Residential, , , , , , , , , , , , , , , , , 
12175759,"51,042 sqft",Residential, , , , , , , , , , , , , , , , , 
12176005,"14,160 sqft", ,Commercial and residential, ,1982, ,Commercial (1), , , , ,"1,120 sqft", ,"1,120 sqft", , , , , 
12176576,"140,328 sqft",Residential, , , , , , , , , , , , , , , , , 
12177919,"47,436 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12178373,"7,282 sqft", ,Residential only,Detached,2003, ,Residential (3),"2 x 5 ½,  1 x 7 ½","5 Rooms, 2 Bedrooms, 1 Bath/powder room","$20,784", ,"1,171 sqft","Driveway (7), Garage (1)", , , , , , 
12180727,"258,657 sqft", ,Residential only,Detached,1940, ,Residential (20),"5 x 1 ½,  2 x 2 ½,  6 x 3 ½,  6 x 4 ½,  1 x 7 ½", ,"$92,880", , , , , , , , , 
12182509,"6,426 sqft", ,Residential only,Detached,1948,Oil stove,Residential (2),"1 x 5 ½,  1 x 8 ½","8 Rooms, 3 Bedrooms, 1 Bath/powder room","$12,300",Basement 6 feet or +, ,Driveway (8), , , , , , 
12183841,"59,240 sqft",Resort, , , , , , , , , , , , , , , , , 
12185253,"28,572 sqft", ,Residential only,Detached,1900, ,Residential (4),"1 x 3 ½,  1 x 4 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$20,640", ,"2,592 sqft",Garage (1), , , , , , 
12185327,"3,509 sqft", ,Residential only,Semi-detached,1973,Wood fireplace,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$32,400", , ,"Driveway (1), Garage (2)", , , , , , 
12185669,"631,328 sqft",Residential, , , , , , , , , , , , , , , , , 
12186088,"52,834 sqft",Residential, , , , , , , , , , , , , , , , , 
12186182,"15,000 sqft", ,Residential only,Detached,1974, ,Residential (3),"2 x 3 ½,  1 x 5 ½","5 Rooms, 2 Bedrooms, 2 Bath/powder rooms","$19,620",Basement 6 feet or +,"1,296 sqft","Driveway (4), Garage (2)", , , , , , 
12187553,"1,850 sqft", ,Residential and commercial,Attached,1924, ,"Residential (2), Commercial (1)",2 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$97,920", , , ,"1,776 sqft", , , , , 
12188567,"18,348 sqft", ,Residential only,Detached,1976,Wood fireplace,Residential (2),"1 x 4 ½,  1 x Other","12 Rooms, 4 Bedrooms, 2 Bath/powder rooms","$1,800",Basement 6 feet or +, ,"Driveway (4), Garage (1)", , , , , , 
12188766,"4,736 sqft", ,Residential only,Detached,1980,Wood fireplace,Residential (3),"1 x 3 ½,  2 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$17,760",Basement 6 feet or +, ,"Driveway (4), Garage (2)", , , , , , 
12190459,"49,000 sqft",Commercial, , , , , , , , , , , , , , , , , 
12192507,"92,180 sqft",Residential, , , , , , , , , , , , , , , , , 
12192878,"14,584 sqft",Residential, , , , , , , , , , , , , , , , , 
12193664,"2,218,006 sqft", , , ,1978,Wood stove, , , , ,"Waterfront, Basement 6 feet or +", ,"Driveway (10), Garage (1)", , , ,"Animal husbandry, Maple forest", , 
12195251,"76,230 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12200024,"30,415 sqft",Residential, , , , , , , , , , , , , , , , , 
12200855,"32,292 sqft",Residential, , , , , , , , , , , , , , , , , 
12201853,"50,827 sqft",Residential, , , , , , , , , , , , , , , , , 
12202288,"37,082 sqft","Commercial, Residential", , , , , , , , , , , , , , , , , 
12202366,"217,147 sqft",Industrial, , , , , , , , , , , , , , , , , 
12202734,"1,844,649 sqft", , , ,Unknown age, ,Commercial (1), , , , , , ,1 sqft, , , , , 
12203846,"44,601 sqft","Residential, Resort", , , , , , , , , , , , , , , , , 
12204796,"25,274 sqft",Residential, , , , , , , , , , , , , , , , , 
12204867,"3,099 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12208283,"25,112 sqft",Residential, , , , , , , , , , , , , , , , , 
12208651,"119,274 sqft",Residential, , , , , , , , , , , , , , , , , 
12209006,"4,026 sqft", ,Residential only,Detached,1954,Wood fireplace,Residential (3),"2 x 3 ½, 1 x 10 ½","10 Rooms, 5 Bedrooms, 2 Bath/powder rooms","$30,420",Basement 6 feet or +,"1,344 sqft", , , , , , , 
12210089,"3,529,160 sqft",Agricultural, , , , , , , , , , , , , , , , , 
12210172,"6,950 sqft", ,Commercial and office space, ,1964, ,"Commercial (1), Office (4)", , , , ,"10,250 sqft", ,"From 440 sqft to 7,393 sqft", , , , , 
12210540,"30,000 sqft","Other, Residential", , , , , , , , , , , , , , , , , 
12210934, , ,Commercial only, ,2014, ,Office (1), , , , , , ,"5,000 sqft", , , , , 
12211205,"633,222 sqft",Residential, , , , , , , , , , , , , , , , , 
12212101,"3,220,175 sqft",Residential, , , , , , , , , , , , , , , , , 
12213505,"105,698 sqft",Residential, , , , , , , , , , , , , , , , , 
12217617,"35,839 sqft",Residential, , , , , , , , , , , , , , , , , 
12217869,"4,500 sqft", ,Residential only,Semi-detached,1979, ,Residential (4),"2 x 3 ½,  1 x 4 ½,  1 x 5 ½","5 Rooms, 3 Bedrooms, 1 Bath/powder room","$36,900", ,"1,294 sqft", , , , , , , 
12218017,"47,672 sqft",Residential, , , , , , , , , , , , , , , , , 
12218098,"39,791 sqft",Residential, , , , , , , , , , , , , , , , , 
12218285,"3,170 sqft", ,Residential and commercial,Semi-detached,1958, ,"Residential (4), Commercial (2)",4 x 4 ½,"4 Rooms, 2 Bedrooms, 1 Bath/powder room","$61,800",Basement 6 feet or +, ,Driveway (2),"From 1,000 sqft to 2,000 sqft", , , , , 
12218317,"283,931 sqft", , , ,1974,"Wood fireplace, Wood stove", , , , ,"Waterfront, Navigable body of water, Basement 6 feet or +", ,"Driveway (3), Garage (2)", , ,Inground, , , 
12219693,"39,127 sqft",Residential, , , , , , , , , , , , , , , , , 
